uniqPlot;swrad_m1;swrad_m2;swrad_m3;swrad_m4;swrad_m5;swrad_m6;swrad_m7;swrad_m8;swrad_m9;swrad_m10;swrad_m11;swrad_m12;elev;slope;aspect
amola_2003_e;NA;NA;NA;NA;NA;14.17984676;14.43915367;12.54823875;9.085054398;5.870055199;NA;NA;2575.26964;26.51837407;51.71981536
baras_1865_a;NA;NA;NA;NA;5.112862587;7.309604645;9.303173065;10.11812401;9.707102776;6.936471462;3.178583145;2.00301528;3928.771409;3.313552947;14.41898679
baras_1865_b;NA;NA;NA;NA;5.121982574;7.313986301;9.307721138;10.12827873;9.731357574;6.972008228;3.199272156;2.018195868;3929.580221;2.79953121;17.89378732
baras_1865_c;NA;NA;NA;NA;5.142522812;7.338396549;9.332846642;10.15846252;9.774995804;7.02055788;3.22389555;2.034345627;3930.235288;2.381474663;353.2859529
baras_1865_d;NA;NA;NA;NA;5.162891388;7.365840435;9.357717514;10.18687248;9.819483757;7.072628975;3.250301838;2.05146122;3929.727573;2.770272081;313.231678
baras_1865_e;NA;NA;NA;NA;5.112633228;7.307996273;9.296908379;10.11095905;9.704816818;6.9386549;3.179458618;2.003491879;3926.812928;3.32116321;11.11849622
baras_1905_a;NA;NA;NA;NA;5.209930897;7.388753891;9.404327393;10.26805019;9.957443237;7.25715065;3.364361525;2.137542725;3917.049529;1.943738331;191.0506409
baras_1905_b;NA;NA;NA;NA;5.246641159;7.417657375;9.433529854;10.3131752;10.05138302;7.390313625;3.443145275;2.194727898;3918.428802;4.747623979;201.0250372
baras_1905_c;NA;NA;NA;NA;5.218060017;7.400433064;9.40916729;10.27202129;9.97153759;7.277706146;3.373911142;2.143167496;3916.234553;1.721187777;223.1878351
baras_1905_d;NA;NA;NA;NA;5.181540012;7.362366199;9.38252449;10.23707867;9.891064644;7.164736748;3.312450886;2.100980759;3918.165392;1.476523873;75.50228727
baras_1905_e;NA;NA;NA;NA;5.18926096;7.39618063;9.415043831;10.26130104;9.897374153;7.145176888;3.292725086;2.082426548;3919.508354;2.055002134;325.5052172
baras_1965_a;NA;NA;NA;NA;4.926286221;7.240159512;9.130568504;9.867683411;9.376538277;6.494686604;2.994535685;1.855787992;3928.403697;15.33401102;307.778306
baras_1965_b;NA;NA;NA;NA;4.95002985;7.221195221;9.121342659;9.880285263;9.416134834;6.555228233;3.017775059;1.86862421;3926.04815;9.469617357;325.3540637
baras_1965_c;NA;NA;NA;NA;4.943033695;7.229991436;9.130337715;9.88205719;9.402555466;6.528071404;3.004144907;1.859798551;3929.658494;10.47168618;315.7959845
baras_1965_d;NA;NA;NA;NA;4.939356804;7.244776249;9.14269352;9.888184547;9.402311325;6.520623684;3.00467205;1.861453652;3932.983424;13.58691068;309.1556046
baras_1965_e;NA;NA;NA;NA;4.991127968;7.266586781;9.162401199;9.848434448;9.519217491;6.682199001;3.093818188;1.921509981;3933.938463;10.03361532;301.1424683
baras_1989_a;NA;NA;NA;NA;5.079993725;7.277879238;9.140088081;9.870985031;9.701634407;7.16131258;3.224230289;1.960707307;3933.924827;9.064525499;252.4421719
baras_1989_b;NA;NA;NA;NA;5.091639042;7.265984535;9.137104034;9.965411186;9.72954464;7.193857193;3.243700504;1.970707655;3939.997917;6.904688847;235.6524234
baras_1989_c;NA;NA;NA;NA;5.091639042;7.265984535;9.137104034;9.965411186;9.72954464;7.193857193;3.243700504;1.970707655;3939.997917;6.904688847;235.6524234
baras_1989_d;NA;NA;NA;NA;5.061045647;7.183200359;9.037073135;9.863255501;9.644673347;7.123615742;3.212252378;1.946342587;3936.931362;4.732777612;188.508175
baras_1989_e;NA;NA;NA;NA;5.004665852;7.173479557;9.010123253;9.798506737;9.497360229;6.915113926;3.089101791;1.867525697;3936.894432;4.032485135;287.0288631
baras_1998_a;NA;NA;NA;NA;4.923570156;7.001603127;8.973118782;9.670763969;9.295232773;6.590144157;2.926056147;1.761822581;3929.416762;6.144652656;14.91673692
baras_1998_b;NA;NA;NA;NA;4.995108604;7.183305264;9.036670685;9.818695068;9.476187706;6.721817017;3.055918694;1.84680891;3932.562563;4.545307901;296.9581333
baras_1998_c;NA;NA;NA;NA;4.999211788;7.154907227;9.002313614;9.796427727;9.490099907;6.772655964;3.080774069;1.860431671;3932.307987;2.0253836;280.9377938
baras_1998_d;NA;NA;NA;NA;4.998003006;7.200035095;9.044714928;9.821117401;9.481492996;6.548998356;3.06374979;1.854006052;3934.910116;6.574888344;290.7898373
baras_1998_e;NA;NA;NA;NA;5.104970932;7.22954607;9.073840141;9.85365963;9.529178619;6.608543873;2.952449083;1.879871726;3939.264672;8.505200224;280.9380582
baras_2010_a;NA;NA;NA;NA;4.725317001;7.026304245;8.917744637;9.569221497;8.867499352;5.881723881;2.630810022;1.629326582;3952.835722;19.09847487;341.7667362
baras_2010_b;NA;NA;NA;NA;4.725317001;7.026304245;8.917744637;9.569221497;8.867499352;5.881723881;2.630810022;1.629326582;3952.835722;19.09847487;341.7667362
baras_2010_c;NA;NA;NA;NA;4.781898022;7.08906889;8.987786293;9.669577599;9.026071548;6.053007603;2.719398499;1.691548109;3963.558968;16.35641422;340.5370889
baras_2010_d;NA;NA;NA;NA;4.896936417;7.117827892;9.002360344;9.687597275;9.046191216;6.145595074;2.760953665;1.671741724;3964.751151;16.75243582;328.7257503
baras_2010_e;NA;NA;NA;NA;4.896936417;7.117827892;9.002360344;9.687597275;9.046191216;6.145595074;2.760953665;1.671741724;3964.751151;16.75243582;328.7257503
cipre_1860_a;20.72915649;19.5367775;16.28258324;9.513414383;4.580945969;1.51795578;1.384322882;1.836841226;3.199234724;5.729083061;10.54267788;16.41158676;1854.60221;11.85254767;268.4712141
cipre_1860_b;20.57409096;19.2767601;15.89988327;9.231499672;4.425437927;1.448392987;1.307427049;1.731752992;3.056090593;5.558819771;10.36940098;16.37266159;1872.19727;9.727389424;237.9054942
cipre_1860_c;20.56053162;19.26442719;15.87950134;9.215185165;4.412797451;1.442040563;1.301083922;1.72382319;3.045856953;5.542463779;10.35362911;16.35466576;1868.254124;8.464285304;232.7472333
cipre_1860_d;20.57876015;19.28386307;15.90622139;9.235699654;4.426438808;1.448253512;1.307305336;1.731701374;3.056333065;5.558508873;10.37053585;16.28054047;1864.957225;9.250194494;238.1383813
cipre_1860_e;20.5825367;19.29381752;15.92251396;9.244799614;4.430081367;1.450428009;1.310383201;1.736564994;3.063129425;5.564786911;10.37668705;16.28473854;1862.372384;8.980483079;239.4580299
cipre_1882_a;19.16615486;17.51596642;13.90013123;7.922507286;3.800932646;NA;NA;NA;2.575057983;4.888663292;9.444745064;15.31337643;2090.993876;21.36656402;204.659735
cipre_1882_b;19.56386948;17.98213577;14.37899399;8.220220566;3.935294867;NA;NA;1.454951763;2.681645393;5.088971615;9.659039497;15.60693359;2063.741173;17.20302739;205.9383312
cipre_1882_c;19.52944565;17.94775391;14.18036747;8.187428474;3.913936138;NA;NA;1.448009133;2.618884802;5.066876411;9.709908485;15.57209015;2055.046649;16.21104348;198.0838881
cipre_1882_d;20.05594635;18.60827637;15.06219864;8.661545753;4.150199413;NA;NA;1.599990726;2.847002745;5.297924519;10.03113079;15.96390533;2036.585128;8.929708358;207.0975461
cipre_1882_e;19.88796616;18.3951683;14.88729286;8.498916626;4.091868877;NA;NA;1.550730944;2.779033184;5.222540855;9.924373627;15.85131931;2012.646622;15.00485141;210.280628
cipre_1955_a;19.78403473;18.26868439;14.67716694;8.432944298;4.011006832;NA;NA;1.51421845;2.74887538;5.089185715;9.859444618;15.67058659;2048.660492;12.29632986;195.4230146
cipre_1955_b;19.95746613;18.47916412;14.92048645;8.583897591;4.081645489;NA;NA;1.558796644;2.814477921;5.176723003;9.97192955;15.89394474;2054.191663;11.06617192;207.5829063
cipre_1955_c;19.88650131;18.39875412;14.82919312;8.522720337;4.048923492;NA;NA;1.542519569;2.791141987;5.14025116;9.838412285;15.83495903;2061.335969;10.7296083;201.3492383
cipre_1955_d;19.84932137;18.34520531;14.77152348;8.46076107;4.033699989;NA;NA;1.534647584;2.778501511;5.128765583;9.820155144;15.81186771;2065.860986;11.90723578;202.9718071
cipre_1955_e;19.63924789;18.07650757;14.47670364;8.27576828;3.960429192;NA;NA;1.487614512;2.705608606;5.045985222;9.69807148;15.65965652;2072.507559;15.56477385;203.0506435
cipre_1968_a;19.88069344;18.49692535;15.08862305;8.593434334;4.167141914;NA;NA;NA;2.881038189;5.338700294;10.02156448;15.72120953;2127.652475;17.36445472;242.6265487
cipre_1968_b;19.88069344;18.49692535;15.08862305;8.593434334;4.167141914;NA;NA;NA;2.881038189;5.338700294;10.02156448;15.72120953;2127.652475;17.36445472;242.6265487
cipre_1968_c;19.88069344;18.49692535;15.08862305;8.593434334;4.167141914;NA;NA;NA;2.881038189;5.338700294;10.02156448;15.72120953;2127.652475;17.36445472;242.6265487
cipre_1968_d;19.97647476;18.88803101;15.59121227;8.901557922;4.316152573;NA;NA;NA;3.0273242;5.511450768;10.22901726;16.01401138;2124.381264;13.78292818;270.3899824
cipre_1968_e;19.9894619;18.90285873;15.60570812;8.913788795;4.322659969;NA;NA;NA;3.029539824;5.51556921;10.23554134;16.02342606;2117.373589;14.08737674;270.4081332
damma_1927_a;NA;NA;NA;NA;NA;8.277619362;10.51825809;9.075566292;6.61996603;4.168715;NA;NA;1983.796845;13.30938732;23.07465825
damma_1927_b;NA;NA;NA;NA;NA;8.277619362;10.51825809;9.075566292;6.61996603;4.168715;NA;NA;1983.796845;13.30938732;23.07465825
damma_1927_c;NA;NA;NA;NA;NA;8.264430046;10.50089741;9.063063622;6.609571457;4.151265621;NA;NA;1987.926582;13.98383075;38.2550391
damma_1927_d;NA;NA;NA;NA;NA;8.07247448;10.17299461;8.83425808;6.500322342;4.152772903;1.714904428;NA;2006.910789;19.55968149;109.1438441
damma_1927_e;NA;NA;NA;NA;NA;8.07247448;10.17299461;8.83425808;6.500322342;4.152772903;1.714904428;NA;2006.910789;19.55968149;109.1438441
damma_1946_a;NA;NA;NA;NA;NA;8.353076935;10.59687519;9.174176216;6.740331173;4.283051491;1.75097847;NA;2030.844804;15.73132408;100.9935809
damma_1946_b;NA;NA;NA;NA;NA;8.353076935;10.59687519;9.174176216;6.740331173;4.283051491;1.75097847;NA;2030.844804;15.73132408;100.9935809
damma_1946_c;NA;NA;NA;NA;NA;8.241534233;10.41701221;9.04195118;6.677000523;4.265054703;1.75413239;NA;2040.083161;19.10366733;112.4926504
damma_1946_d;NA;NA;NA;NA;NA;8.241534233;10.41701221;9.04195118;6.677000523;4.265054703;1.75413239;NA;2040.083161;19.10366733;112.4926504
damma_1946_e;NA;NA;NA;NA;NA;8.332168579;10.57877254;9.153032303;6.72138834;4.264697075;1.739426136;NA;2037.374616;13.1147347;96.49370015
damma_1992_a;NA;NA;NA;NA;NA;8.457453728;10.77843285;9.327915192;6.844520569;4.29155159;NA;NA;2053.863869;8.398723079;79.21528146
damma_1992_b;NA;NA;NA;NA;NA;8.457453728;10.77843285;9.327915192;6.844520569;4.29155159;NA;NA;2053.863869;8.398723079;79.21528146
damma_1992_c;NA;NA;NA;NA;NA;8.398979187;10.69272709;9.244777679;6.760199547;4.227218151;NA;NA;2057.892131;12.0279862;56.46055574
damma_1992_d;NA;NA;NA;NA;NA;8.389588356;10.68357563;9.236314774;6.759685993;4.228879452;NA;NA;2062.703326;9.770963784;56.94537785
damma_1992_e;NA;NA;NA;NA;NA;8.389588356;10.68357563;9.236314774;6.759685993;4.228879452;NA;NA;2062.703326;9.770963784;56.94537785
damma_2003_a;NA;NA;NA;NA;NA;8.363129616;10.64062309;9.194709778;6.714304447;4.193630219;NA;NA;2067.881547;12.4095327;47.80759886
damma_2003_b;NA;NA;NA;NA;NA;8.355975151;10.62702465;9.182574272;6.699911118;4.182781219;NA;NA;2072.827803;14.43714452;49.08885037
damma_2003_c;NA;NA;NA;NA;NA;8.38895607;10.68261242;9.230631828;6.747558117;4.214890957;NA;NA;2073.642739;10.28862687;36.55542379
damma_2003_d;NA;NA;NA;NA;NA;8.441396713;10.75926685;9.307423592;6.822542667;4.272824287;NA;NA;2069.563114;7.996699533;64.67447371
damma_2003_e;NA;NA;NA;NA;NA;8.45436573;10.76922512;9.32076931;6.837853432;4.288281441;NA;NA;2072.859417;8.948187541;81.57008245
estel_1850_a;NA;NA;NA;NA;NA;12.60908508;15.97392559;13.77490234;10.26769161;6.632885933;2.200056791;NA;2408.755277;18.46730746;81.88937196
estel_1850_b;NA;NA;NA;NA;NA;12.679883;16.09218407;13.87970829;10.3506155;6.695831299;2.19899416;NA;2385.560602;15.58710328;85.33509478
estel_1850_c;NA;NA;NA;NA;NA;12.48826885;15.78966236;13.60506916;10.12537289;6.519703865;2.164855003;NA;2366.565975;21.56810273;73.80528142
estel_1850_d;NA;NA;NA;NA;NA;12.5043726;15.82686043;13.62213898;10.1233654;6.498797417;2.148384571;NA;2352.70983;19.12092093;63.10163803
estel_1850_e;NA;NA;NA;NA;NA;12.57632446;15.92716789;13.72473145;10.21826839;6.579163074;2.175029516;NA;2342.772569;19.17711675;74.75790104
estel_1920_a;NA;NA;NA;NA;NA;12.77804375;16.24470711;14.01805496;10.48609829;6.816712856;2.252253294;NA;2378.397304;13.0223445;104.9293392
estel_1920_b;NA;NA;NA;NA;NA;12.80578899;16.30542564;14.06980705;10.53779507;6.866514683;2.263899326;NA;2383.309633;10.0712223;119.9501905
estel_1920_c;NA;NA;NA;NA;NA;12.88039875;16.35149384;14.16823864;10.67422009;7.03898716;2.356669188;NA;2407.207663;16.64055062;147.6936989
estel_1920_d;NA;NA;NA;NA;NA;12.96134567;16.486866;14.28894329;10.73844814;7.052969933;2.342835903;NA;2419.434487;13.72839382;142.8496893
estel_1920_e;NA;NA;NA;NA;NA;12.80467606;16.30093575;14.09716225;10.58139229;6.928080559;2.304632902;NA;2432.457238;14.76207863;124.9766344
estel_1988_a;NA;NA;NA;NA;NA;12.63118553;16.00807381;13.86845779;10.3845787;6.829732418;2.290773392;NA;2474.742439;17.36895647;129.781288
estel_1988_b;NA;NA;NA;NA;NA;12.65503693;16.0875721;13.89358616;10.38325787;6.789410591;2.261250496;NA;2469.172769;14.28930828;110.9532302
estel_1988_c;NA;NA;NA;NA;NA;12.67386532;16.08114815;13.88510513;10.37269688;6.770153046;2.253163815;NA;2459.768321;15.66878879;107.1787569
estel_1988_d;NA;NA;NA;NA;NA;12.66304302;16.06385612;13.87288952;10.36636353;6.772480488;2.256909847;NA;2451.144871;15.99207319;111.0975259
estel_1988_e;NA;NA;NA;NA;NA;12.72221947;16.17075729;13.94376755;10.4182415;6.760691643;2.232232332;NA;2448.828929;12.30970466;97.61746329
explo_1600_a;8.170231819;7.684800625;5.339712143;3.049813747;1.695600748;1.073598266;1.130738497;1.785952449;3.462863684;5.664281368;7.150427818;8.209124565;116.9473894;16.75834096;19.61123325
explo_1600_b;8.174024582;7.688592911;5.331828117;3.043324471;1.690606236;1.071216941;1.127443433;1.783760548;3.434191465;5.671308517;7.1721735;8.211812973;114.9221842;15.46125404;11.8485192
explo_1600_c;8.239555359;7.762245655;5.372162342;3.064972162;1.69834733;1.08289063;1.138028741;1.817135215;3.500445366;5.786755085;7.306506634;8.275855064;124.9690205;17.15383943;349.3999528
explo_1600_d;8.176935196;7.6946702;5.354099274;3.060234785;1.701541662;1.078665614;1.137163162;1.796971321;3.482179642;5.68159008;7.153256893;8.216346741;119.7228006;18.47744709;22.22747935
explo_1600_e;8.148485184;7.661015511;5.32820034;3.044300795;1.693972588;1.070845842;1.127848268;1.777438521;3.445315361;5.630789757;7.114247322;8.188061714;117.9881347;16.84522739;26.44703263
explo_1850_a;8.006093025;7.478045464;5.183104038;2.955939293;1.657031655;1.022446513;1.059692621;1.632877588;3.13365221;5.207732677;6.891738415;8.051237106;160.3118523;6.121293313;159.7664971
explo_1850_b;8.108695984;7.587228298;5.252058029;2.991543293;1.673397303;1.036566973;1.078491688;1.671819448;3.231273413;5.360224247;7.028918266;8.152643204;160.0288557;3.90945062;198.6125149
explo_1850_c;8.056812286;7.509714127;5.227538586;2.989367247;1.684372663;1.034416676;1.066548228;1.6220963;3.102182627;5.134652138;6.859652042;8.109579086;190.9169711;12.64059167;168.681016
explo_1850_d;7.945306778;7.406785965;5.145213127;2.935771465;1.65199697;1.015464067;1.048125982;1.601650476;3.07473588;5.098860741;6.789784431;7.99347353;161.2623093;10.27485244;157.0960177
explo_1850_e;8.004538536;7.475171089;5.209008694;2.978199005;1.673127294;1.034700155;1.073947549;1.652522564;3.174188375;5.221780777;6.819773674;8.052061081;185.3407897;11.2012415;101.6154776
explo_1950_a;8.144339561;7.632399082;5.281137466;2.999263525;1.670104861;1.021064639;1.053320765;1.62704885;3.251014471;5.445149422;7.08263588;8.186331749;177.8635148;1.149388021;319.3164938
explo_1950_b;8.141553879;7.614564419;5.27895546;3.009329557;1.682662725;1.039638758;1.077437282;1.648370981;3.19593668;5.3438344;7.026198864;8.187768936;178.7103014;4.750162434;182.0492235
explo_1950_c;8.141553879;7.614564419;5.27895546;3.009329557;1.682662725;1.039638758;1.077437282;1.648370981;3.19593668;5.3438344;7.026198864;8.187768936;178.7103014;4.750162434;182.0492235
explo_1950_d;8.141553879;7.614564419;5.27895546;3.009329557;1.682662725;1.039638758;1.077437282;1.648370981;3.19593668;5.3438344;7.026198864;8.187768936;178.7103014;4.750162434;182.0492235
explo_1950_e;8.057222366;7.523142338;5.222337723;2.980294943;1.671235085;1.026872277;1.060055137;1.626499414;3.157706261;5.231034279;6.913014889;8.104950905;172.5234074;7.864688736;163.965177
explo_1997_a;8.191714287;7.663533688;5.316326141;3.031774044;1.698299766;1.047172546;1.085018873;1.682432532;3.245218277;5.372311592;7.062921524;8.239088058;176.3586745;4.921688536;179.2318461
explo_1997_b;8.225880623;7.703490257;5.338311195;3.04249692;1.701401114;1.050349474;1.089923978;1.701552153;3.285618067;5.440413475;7.125496864;8.271714211;176.0707764;3.343137412;208.3515519
explo_1997_c;8.218647003;7.693818092;5.332796574;3.039987803;1.700314999;1.049458742;1.088281631;1.686322689;3.271388531;5.418292999;7.111409187;8.26513195;176.5543728;3.864995569;205.2614455
explo_1997_d;8.236104012;7.712883472;5.343970776;3.045984983;1.702356458;1.051259398;1.090636253;1.691371679;3.286957026;5.444851398;7.139603138;8.282083511;178.1317149;4.237517686;216.7579033
explo_1997_e;8.236393929;7.716803551;5.349946499;3.048997641;1.70400548;1.053091884;1.093783975;1.708916664;3.305215836;5.464829445;7.129383564;8.28158474;175.4208701;0.569524175;145.3620085
ferdi_1900_a;NA;NA;NA;NA;NA;NA;2.595034599;1.614284635;0.548084676;NA;NA;NA;250.4323379;16.85327789;164.0591667
ferdi_1900_b;NA;NA;NA;NA;NA;NA;2.580444813;1.607291579;0.54404819;NA;NA;NA;200.5501362;28.63546808;155.0653265
ferdi_1900_c;NA;NA;NA;NA;NA;NA;2.475102901;1.53737998;0.518130481;NA;NA;NA;154.9961503;28.10584938;151.771332
ferdi_1900_d;NA;NA;NA;NA;NA;2.838323593;2.544693947;1.59734869;0.549968719;0.059188619;NA;NA;101.5226721;13.88741797;80.82522169
ferdi_1900_e;NA;NA;NA;NA;NA;2.943621397;2.594814539;1.618314624;0.551831365;0.059420187;NA;NA;76.80120823;10.79328338;149.2854381
ferdi_1960_a;NA;NA;NA;NA;NA;NA;2.591175079;1.61161375;0.547071934;NA;NA;NA;263.2989002;17.11099635;165.5888789
ferdi_1960_b;NA;NA;NA;NA;NA;NA;2.595034599;1.614284635;0.548084676;NA;NA;NA;250.4323379;16.85327789;164.0591667
ferdi_1960_c;NA;NA;NA;NA;NA;NA;2.598070145;1.61805439;0.548693061;NA;NA;NA;214.6644188;27.00460243;150.5245803
ferdi_1960_d;NA;NA;NA;NA;NA;2.865177631;2.526922703;1.575849771;0.535473228;NA;NA;NA;127.7764068;13.47157625;146.4901479
ferdi_1960_e;NA;NA;NA;NA;NA;2.865769863;2.53681469;1.584265828;0.541037917;NA;NA;NA;133.2057012;15.36096671;123.0499073
ferdi_1990_a;NA;NA;NA;NA;NA;NA;2.552530766;1.597094178;0.5456779;NA;NA;NA;231.6182594;13.97036619;272.7885503
ferdi_1990_b;NA;NA;NA;NA;NA;NA;2.54384017;1.589455724;0.542583942;NA;NA;NA;231.2736055;9.251439659;262.8471837
ferdi_1990_c;NA;NA;NA;NA;NA;NA;2.54384017;1.589455724;0.542583942;NA;NA;NA;231.2736055;9.251439659;262.8471837
ferdi_1990_d;NA;NA;NA;NA;NA;NA;2.569164515;1.600583553;0.54505223;NA;NA;NA;246.5385077;10.79964985;151.2008113
ferdi_1990_e;NA;NA;NA;NA;NA;NA;2.589616299;1.613511801;0.547543883;NA;NA;NA;270.3559327;18.21855397;163.495154
ferdi_2009_a;NA;NA;NA;NA;NA;NA;2.547973871;1.586188555;0.539646208;NA;NA;NA;258.9653633;13.2187392;157.6195941
ferdi_2009_b;NA;NA;NA;NA;NA;NA;2.562652349;1.594533443;0.541824281;NA;NA;NA;252.887647;12.37978517;167.8735194
ferdi_2009_c;NA;NA;NA;NA;NA;NA;2.526693821;1.576427937;0.538561642;NA;NA;NA;243.5531192;10.38286507;123.1806513
ferdi_2009_d;NA;NA;NA;NA;NA;NA;2.529357672;1.577522397;0.537827134;NA;NA;NA;238.5016982;10.36320406;137.6062448
ferdi_2009_e;NA;NA;NA;NA;NA;NA;2.522734642;1.575054407;0.537516296;NA;NA;NA;236.5401363;4.772348224;252.5135898
flaaj_1890_a;0.155005887;0.683375835;1.890392303;5.079811573;10.65149212;14.26075363;12.92781258;10.63430691;6.046053886;2.475903749;0.541291118;NA;41.79071571;1.617390912;119.4496941
flaaj_1890_b;0.154972419;0.684298754;1.897056222;5.111674786;10.69077396;14.29268646;12.9464674;10.65061951;6.053321362;2.477829695;0.541594148;NA;42.69687278;1.67392441;277.2547102
flaaj_1890_c;0.155756652;0.689657509;1.920972705;5.175266743;10.75257969;14.32593536;12.95421124;10.66073227;6.054396152;2.477867126;0.541175902;NA;45.19437334;6.05513459;261.6335673
flaaj_1890_d;0.153140426;0.676566303;1.873076558;5.095780849;10.67622089;14.281147;12.93922424;10.64165211;6.050103188;2.477965117;0.541549981;NA;50.36423899;5.057900233;274.4306388
flaaj_1890_e;0.150111482;0.657988608;1.800465107;4.950573921;10.51703167;14.16476536;12.88016415;10.58313084;6.02850008;2.473127365;0.541365087;NA;50.2923027;3.961067907;32.45880238
flaaj_1930_a;0.1503236;0.661899447;1.821592093;5.013302326;10.55367851;14.19468498;12.88951015;10.59529686;6.029649258;2.471724033;0.540729284;NA;43.63953669;4.505875187;299.8574882
flaaj_1930_b;0.157084823;0.694264114;1.931999207;5.156798363;10.70547295;14.30371857;12.94762135;10.65639496;6.052031517;2.476462841;0.541028559;NA;42.87655178;3.492229048;190.7376604
flaaj_1930_c;0.156412378;0.690921009;1.919817805;5.13699913;10.68710899;14.29227829;12.94359016;10.6513958;6.050882339;2.476468086;0.541109145;NA;43;2.942548928;197.8853016
flaaj_1930_d;0.156626403;0.692422569;1.926592827;5.15590477;10.70396423;14.30420971;12.94859886;10.65651131;6.052414417;2.476813555;0.541092098;NA;42.94078944;3.028255015;244.2974005
flaaj_1930_e;0.156007826;0.689978778;1.919542909;5.155668259;10.70191479;14.30395222;12.94872284;10.65575504;6.052362919;2.47707057;0.541140854;NA;44.21909686;4.03415583;235.3915773
flaaj_1945_a;0.152791083;0.673795164;1.860031366;5.054261208;10.62921047;14.24882603;12.92099571;10.62471008;6.043091297;2.475445747;0.541313469;NA;50.26666826;0.764622273;13.2735396
flaaj_1945_b;0.158644915;NA;1.964166045;5.222377777;10.796875;14.35618019;12.96581745;10.67590141;6.058448792;2.476453304;0.541057587;NA;48.59963638;6.264910505;239.4444887
flaaj_1945_c;0.158299491;NA;1.974295974;5.26327467;10.81322956;14.32908916;12.91840076;10.63910675;6.03409481;2.465488911;0.539131999;NA;42.39244783;10.46856645;256.8975
flaaj_1945_d;0.149788275;NA;1.81192863;5.003394604;10.57220554;14.1992445;12.8856411;10.58956528;6.027381897;2.470705748;0.540674508;NA;40.08941427;4.008259029;347.8879398
flaaj_1945_e;0.156212732;NA;1.920989752;5.148320675;10.72070503;14.30311012;12.93886375;10.64782715;6.047700405;2.474205256;0.540704906;NA;40.10287233;3.968113739;184.7149871
flaaj_1989_a;NA;NA;1.781868577;4.913396835;10.46690083;14.10014629;12.82076454;10.53241062;5.999603271;2.461910248;0.539262533;NA;45.80057745;5.881598764;30.27938694
flaaj_1989_b;NA;NA;1.931800008;5.106547356;10.64032459;14.21807957;12.86524963;10.58922386;6.01269722;2.460575342;0.538020968;NA;44.1967406;3.979935433;149.4175227
flaaj_1989_c;NA;NA;2.056571007;5.285295486;10.84313011;14.3464222;12.92981148;10.65910625;6.03879118;2.465996981;0.538756788;NA;50.11474262;9.109786878;176.0279024
flaaj_1989_d;NA;NA;1.77971828;4.91114521;10.46979618;14.11197948;12.83635616;10.54462147;6.007891178;2.465638399;0.540068448;NA;49.74966957;4.448897526;30.24187798
flaaj_1989_e;NA;NA;1.842421293;4.982338905;10.53816128;14.16919041;12.87513065;10.58457565;6.025742054;2.4710989;0.540906727;NA;53.62637594;6.432331833;82.08055856
flaaj_2010_a;NA;NA;NA;4.975299835;10.52533436;14.14912701;12.85323429;10.56607056;6.014458179;2.466402054;0.539938033;NA;67.39461819;5.278942833;116.1708073
flaaj_2010_b;NA;NA;NA;4.975299835;10.52533436;14.14912701;12.85323429;10.56607056;6.014458179;2.466402054;0.539938033;NA;67.39461819;5.278942833;116.1708073
flaaj_2010_c;NA;NA;NA;4.904045105;10.46168041;14.10441017;12.83080673;10.53948689;6.00546217;2.464857817;0.539949596;NA;73.48491563;1.362532912;3.703960843
flaaj_2010_d;NA;NA;NA;4.904045105;10.46168041;14.10441017;12.83080673;10.53948689;6.00546217;2.464857817;0.539949596;NA;73.48491563;1.362532912;3.703960843
flaaj_2010_e;NA;NA;NA;4.879001141;10.42299938;14.06018543;12.79347134;10.50719357;5.987893105;2.45832634;0.538763762;NA;69.49623254;5.557951563;16.59365803
forni_1999_a;NA;NA;NA;NA;NA;14.48491096;15.99832249;13.85954285;9.946006775;6.207376957;NA;NA;2505.453405;2.552416244;354.4622025
forni_1999_b;NA;NA;NA;NA;NA;14.48491096;15.99832249;13.85954285;9.946006775;6.207376957;NA;NA;2505.453405;2.552416244;354.4622025
forni_1999_c;NA;NA;NA;NA;NA;14.5175972;16.02710342;13.88504124;9.974748611;6.227098465;NA;NA;2505.829449;2.815090608;316.7576305
forni_2001_a;NA;NA;NA;NA;NA;14.55623055;16.06284142;13.93795776;10.0386095;6.296143532;NA;NA;2506.837053;3.404539404;231.6026688
forni_2001_b;NA;NA;NA;NA;NA;14.56018829;16.06461334;13.94079494;10.04427052;6.302184105;NA;NA;2504.363447;4.505314623;239.7998608
forni_2001_c;NA;NA;NA;NA;NA;14.4981823;15.99964428;13.86588287;9.971541405;6.234993458;NA;NA;2504.648893;4.056374409;296.6482881
forni_2003_a;NA;NA;NA;NA;NA;14.49680233;16.00273895;13.87100601;9.972449303;6.282346249;NA;NA;2506.091745;2.257460306;291.5103089
forni_2003_b;NA;NA;NA;NA;NA;14.49680233;16.00273895;13.87100601;9.972449303;6.282346249;NA;NA;2506.091745;2.257460306;291.5103089
forni_2003_c;NA;NA;NA;NA;NA;14.44148827;15.93702984;13.79790497;9.908363342;6.224687099;NA;NA;2506.369399;4.846189086;318.9631916
forni_2005_a;NA;NA;NA;NA;NA;14.42076492;15.92442703;13.78779221;9.888674736;6.205439091;NA;NA;2510.000019;2.811819756;346.8419131
forni_2005_b;NA;NA;NA;NA;NA;14.322505;15.81931686;13.68475723;9.789567947;6.122294426;NA;NA;2509.056481;5.890215411;34.20999917
