Glacier	Year	Plot	code	lon	lat	time_retreat	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ph.s	time.s	n.s	p.s
sanis	1850	e	sanis_1850_e1	-75.376177	4.831104	169	5.52	1.820972204	0.087904178	30450.74327	5.52	-2.323766058	10.32386568	5.129898715	-0.918191438	1.04798491	0.879155876	1.7096155
sanis	1959	a	sanis_1959_a1	-75.37555556	4.8205556	60	5.92	0.090066984	0	16368.66428	5.92	-4.605170186	9.703124072	4.094344562	-0.585027413	0.125732369	-0.971209888	1.288615485
sanis	1959	b	sanis_1959_b1	-75.37622778	4.8205889	60	5.89	0.288448691	0	9076.415488	5.89	-4.605170186	9.113434624	4.094344562	-0.610014715	0.125732369	-0.971209888	0.8886757
sanis	1959	c	sanis_1959_c1	-75.37570833	4.8205028	60	5.27	0.935624838	0.048547272	14676.22857	5.27	-2.837920789	9.59398436	4.094344562	-1.126418953	0.125732369	0.462143256	1.214594637
sanis	1959	d	sanis_1959_d1	-75.37535	4.8202583	60	5.54	0.171266645	0	23236.01547	5.54	-4.605170186	10.05345875	4.094344562	-0.901533236	0.125732369	-0.971209888	1.526219828
sanis	1959	e	sanis_1959_e1	-75.3759	4.8204556	60	4.87	8.247960091	0.450055271	94554.6108	4.87	-0.776408642	11.45693284	4.094344562	-1.459582977	0.125732369	2.134162454	2.478085474
sanis	1987	a	sanis_1987_a1	-75.37567	4.818831	32	5.01	0.165192947	0	9876.676527	5.01	-4.605170186	9.19793135	3.465735903	-1.342975568	-0.434099226	-0.971209888	0.945983157
sanis	1987	b	sanis_1987_b1	-75.37497	4.81908	32	5.37	0.386924952	0	17450.88102	5.37	-4.605170186	9.767145415	3.465735903	-1.043127947	-0.434099226	-0.971209888	1.332036106
sanis	1987	c	sanis_1987_c1	-75.375	4.8188889	32	5.04	0.173842371	0	46725.52515	5.04	-4.605170186	10.75204587	3.465735903	-1.317988266	-0.434099226	-0.971209888	2.000016309
sanis	1987	d	sanis_1987_d1	-75.375	4.8186111	32	5.04	0.464530647	0	12429.06862	5.04	-4.605170186	9.427793251	3.465735903	-1.317988266	-0.434099226	-0.971209888	1.101880332
sanis	1987	e	sanis_1987_e1	-75.375	4.8191667	32	4.79	1.513099074	0.059182238	12818.65934	4.79	-2.671011128	9.45865715	3.465735903	-1.526215781	-0.434099226	0.597517747	1.122812877
sanis	2002	a	sanis_2002_a1	-75.373422	4.817124	17	6	0.099974722	0	21777.34022	6	-4.605170186	9.988625269	2.833213344	-0.518394609	-0.997416495	-0.971209888	1.482248401
sanis	2002	b	sanis_2002_b1	-75.373507	4.817144	17	6.36	0.023884358	0	9818.40176	6.36	-4.605170186	9.192013635	2.833213344	-0.218546987	-0.997416495	-0.971209888	0.941969638
sanis	2002	c	sanis_2002_c1	-75.373597	4.816993	17	5.13	0.082463309	0	7920.671877	5.13	-4.605170186	8.977231314	2.833213344	-1.243026361	-0.997416495	-0.971209888	0.796299751
sanis	2002	d	sanis_2002_d1	-75.373899	4.816993	17	5.3	0.178817213	0.016428703	29135.30022	5.3	-3.633304608	10.27970578	2.833213344	-1.101431651	-0.997416495	-0.182964276	1.679665328
sanis	2002	e	sanis_2002_e1	-75.374193	4.816993	17	5.02	0.068927065	0	43198.23346	5.02	-4.605170186	10.67355488	2.833213344	-1.334646468	-0.997416495	-0.971209888	1.946782068
sanis	2017	a	sanis_2017_a1	-75.372044	4.814191	2	5.85	0.175551474	0	28962.60851	5.85	-4.605170186	10.27376092	0.693147181	-0.643331118	-2.903334646	-0.971209888	1.675633393
sanis	2017	b	sanis_2017_b1	-75.372298	4.814245	2	5.93	0.041462608	0	21775.38986	5.93	-4.605170186	9.988535705	0.693147181	-0.576698313	-2.903334646	-0.971209888	1.482187657
sanis	2017	c	sanis_2017_c1	-75.372396	4.8144249	2	6.41	0.021984966	0	30062.21126	6.41	-4.605170186	10.31102422	0.693147181	-0.176901484	-2.903334646	-0.971209888	1.700906151
sanis	2017	d	sanis_2017_d1	-75.372456	4.814161	2	6.09	0.004526899	0	12861.70114	6.09	-4.605170186	9.46200927	0.693147181	-0.443432703	-2.903334646	-0.971209888	1.125086356
sanis	2017	e	sanis_2017_e1	-75.372522	4.814131	2	6.26	0.014727095	0	6373.890683	6.26	-4.605170186	8.759965344	0.693147181	-0.301837993	-2.903334646	-0.971209888	0.648945401
sforz	1920	a	sforz_1920_a1	10.508968	46.352945	98	6.59	0.1267	0	1307.121368	6.59	-4.605170186	7.175582569	4.584967479	-0.026977673	0.562675459	-0.971209888	-0.425616317
sforz	1920	b	sforz_1920_b1	10.509154	46.353067	98	6.28	0.1464	0	2568.650001	6.28	-4.605170186	7.851135749	4.584967479	-0.285179792	0.562675459	-0.971209888	0.032558057
sforz	1920	c	sforz_1920_c1	10.509168	46.353248	98	5.33	0.2973	0.025	3663.181106	5.33	-3.352407217	8.206087204	4.584967479	-1.076444349	0.562675459	0.044861609	0.273293598
sforz	1920	d	sforz_1920_d1	10.509417	46.353374	98	5.74	0.5975	0.0436	5863.339475	5.74	-2.926206211	8.676474596	4.584967479	-0.734951224	0.562675459	0.39053809	0.59232022
sforz	1920	e	sforz_1920_e1	10.509718	46.353259	98	5.85	0.1692	0.0176	6546.522857	5.85	-3.589939506	8.786689326	4.584967479	-0.643331118	0.562675459	-0.147792385	0.667070168
sforz	1954	a	sforz_1954_a1	10.510141	46.351912	64	7.1	0.069	0	1284.316783	7.1	-4.605170186	7.157982169	4.158883083	0.397806457	0.183209629	-0.971209888	-0.437553278
sforz	1954	b	sforz_1954_b1	10.510388	46.351977	64	7.39	0.0567	0	999.0212548	7.39	-4.605170186	6.906776054	4.158883083	0.639350375	0.183209629	-0.971209888	-0.607926548
sforz	1954	c	sforz_1954_c1	10.510616	46.352036	64	7.25	0.067	0	1399.729335	7.25	-4.605170186	7.244034165	4.158883083	0.522742966	0.183209629	-0.971209888	-0.379191005
sforz	1954	d	sforz_1954_d1	10.510836	46.3521	64	7.14	0.1397	0	3409.012717	7.14	-4.605170186	8.134178003	4.158883083	0.43112286	0.183209629	-0.971209888	0.224523266
sforz	1954	e	sforz_1954_e1	10.511031	46.35213	64	7.22	0.07	0	2050.274939	7.22	-4.605170186	7.62572918	4.158883083	0.497755665	0.183209629	-0.971209888	-0.120317419
sforz	1989	a	sforz_1989_a1	10.510798	46.35146	29	6.57	0.1222	0	2141.222946	6.57	-4.605170186	7.669132415	3.36729583	-0.043635874	-0.521768815	-0.971209888	-0.090880432
sforz	1989	b	sforz_1989_b1	10.511026	46.351491	29	6.48	0.1096	0	1453.537655	6.48	-4.605170186	7.281755626	3.36729583	-0.11859778	-0.521768815	-0.971209888	-0.353607517
sforz	1989	c	sforz_1989_c1	10.511271	46.351489	29	6.54	0.2429	0	2520.854441	6.54	-4.605170186	7.832353187	3.36729583	-0.068623176	-0.521768815	-0.971209888	0.019819328
sforz	1989	d	sforz_1989_d1	10.511462	46.351503	29	6.95	0.1166	0	1994.610269	6.95	-4.605170186	7.598203957	3.36729583	0.272869948	-0.521768815	-0.971209888	-0.138985604
sforz	1989	e	sforz_1989_e1	10.511634	46.351552	29	7.06	0.1111	0	1521.371555	7.06	-4.605170186	7.327367546	3.36729583	0.364490055	-0.521768815	-0.971209888	-0.322672553
sforz	2003	a	sforz_2003_a1	10.511567	46.35102	15	6.14	0.1861	0	2209.675643	6.14	-4.605170186	7.700601016	2.708050201	-0.4017872	-1.108885341	-0.971209888	-0.069537765
sforz	2003	b	sforz_2003_b1	10.511908	46.351037	15	6.19	0.1604	0	4972.296554	6.19	-4.605170186	8.511637096	2.708050201	-0.360141697	-1.108885341	-0.971209888	0.480523961
sforz	2003	c	sforz_2003_c1	10.512198	46.351213	15	7.24	0.0632	0	1510.940903	7.24	-4.605170186	7.32048785	2.708050201	0.514413866	-1.108885341	-0.971209888	-0.327338508
sforz	2003	d	sforz_2003_d1	10.51053	46.351072	15	7.65	0.0568	0	1626.198642	7.65	-4.605170186	7.394000449	2.708050201	0.85590699	-1.108885341	-0.971209888	-0.277480718
sforz	2003	e	sforz_2003_e1	10.510441	46.350988	15	6.83	0.0206	0	1340.529617	6.83	-4.605170186	7.200820051	2.708050201	0.172920741	-1.108885341	-0.971209888	-0.408499726
slore	1536	a	slore_1536_a1	-72.31521	-47.51169	483	5.54	3.332380056	0.198458835	56142.83276	5.54	-1.568013689	10.93565431	6.180016654	-0.901533236	1.983207789	1.492119749	2.124543411
slore	1536	b	slore_1536_b1	-72.31416	-47.51354	483	5.58	4.941251278	0.315924525	59162.0573	5.58	-1.121089442	10.98803569	6.180016654	-0.868216834	1.983207789	1.854604113	2.160069567
slore	1536	c	slore_1536_c1	-72.31441	-47.51394	483	5.8	3.327074051	0.203560159	25403.8278	5.8	-1.543836713	10.14265514	6.180016654	-0.684976621	1.983207789	1.511728834	1.586714701
slore	1536	d	slore_1536_d1	-72.31462	-47.51425	483	5.08	22.4402504	0.645281374	39326.33716	5.08	-0.422690556	10.57964973	6.180016654	-1.284671864	1.983207789	2.421050615	1.88309362
slore	1536	e	slore_1536_e1	-72.31515	-47.51474	483	5.94	6.993406773	0.315541208	43065.22394	5.94	-1.122266227	10.67047108	6.180016654	-0.568369212	1.983207789	1.853649665	1.94469057
slore	1802	a	slore_1802_a1	-72.32488	-47.5399	217	6.67	7.780948162	0.388487458	20302.09908	6.67	-0.920079254	9.918479563	5.379897354	0.039655132	1.270630803	2.017636329	1.434674108
slore	1802	b	slore_1802_b1	-72.32385	-47.53888	217	6.58	0.444089293	0.027584467	2080.878478	6.58	-3.281164423	7.640545429	5.379897354	-0.035306774	1.270630803	0.102644105	-0.110268727
slore	1802	c	slore_1802_c1	-72.32002	-47.52717	217	6.15	3.908444643	0.149040714	4273.134561	6.15	-1.838595047	8.360102926	5.379897354	-0.3934581	1.270630803	1.27266083	0.3777503
slore	1802	d	slore_1802_d1	-72.31955	-47.52514	217	6.05	0.603770316	0	1577.535892	6.05	-4.605170186	7.363619347	5.379897354	-0.476749106	1.270630803	-0.971209888	-0.29808582
slore	1802	e	slore_1802_e1	-72.3179	-47.52195	217	5.75	15.86412811	0.464033216	43608.0098	5.75	-0.746477883	10.68299612	5.379897354	-0.726622124	1.270630803	2.158438228	1.953185317
slore	1943	a	slore_1943_a1	-72.31948	-47.53191	76	7.2	0.782771945	0.049232583	827.3720744	7.2	-2.826283492	6.718254502	4.33073334	0.481097463	0.336257478	0.471581854	-0.735785829
slore	1943	b	slore_1943_b1	-72.32026	-47.53236	76	6.47	0.441272467	0.026075063	2312.39248	6.47	-3.32215342	7.746037973	4.33073334	-0.12692688	0.336257478	0.069399388	-0.038721465
slore	1943	c	slore_1943_c1	-72.31939	-47.53218	76	6.36	1.706979632	0.081467398	3321.50062	6.36	-2.391772682	8.108171954	4.33073334	-0.218546987	0.336257478	0.823998122	0.206885416
slore	1943	d	slore_1943_d1	-72.31809	-47.53187	76	6.44	0.480579406	0	3701.906882	6.44	-4.605170186	8.216603339	4.33073334	-0.151914182	0.336257478	-0.971209888	0.280425863
slore	1943	e	slore_1943_e1	-72.31788	-47.53144	76	6.37	0.674661934	0.036069985	1934.05077	6.37	-3.077593615	7.567371927	4.33073334	-0.210217886	0.336257478	0.267753149	-0.159896535
slore	1996	a	slore_1996_a1	-72.32575	-47.5423	23	6.68	0.013966758	0	1469.675961	6.68	-4.605170186	7.292797221	3.135494216	0.047984232	-0.72820865	-0.971209888	-0.346118875
slore	1996	b	slore_1996_b1	-72.32547	-47.54211	23	6.94	0.010449129	0	2201.316743	6.94	-4.605170186	7.69681098	3.135494216	0.264540848	-0.72820865	-0.971209888	-0.072108247
slore	1996	c	slore_1996_c1	-72.32506	-47.54221	23	5.56	0.016560497	0	2599.313774	5.56	-4.605170186	7.863002756	3.135494216	-0.884875035	-0.72820865	-0.971209888	0.040606511
slore	1996	d	slore_1996_d1	-72.32446	-47.5421	23	6.36	0.035486732	0	3187.387242	6.36	-4.605170186	8.066956814	3.135494216	-0.218546987	-0.72820865	-0.971209888	0.178932442
slore	1996	e	slore_1996_e1	-72.32395	-47.542	23	6.85	0.020871751	0	1504.172015	6.85	-4.605170186	7.315997869	3.135494216	0.189578942	-0.72820865	-0.971209888	-0.330383707
slore	2011	a	slore_2011_a1	-72.32496	-47.5423	8	7.35	0.006927587	0	1555.381005	7.35	-4.605170186	7.349475814	2.079441542	0.606033972	-1.668716936	-0.971209888	-0.307678261
slore	2011	b	slore_2011_b1	-72.3247	-47.54231	8	5.68	0.026186863	0	1598.373177	5.68	-4.605170186	7.376741627	2.079441542	-0.784925828	-1.668716936	-0.971209888	-0.289186013
slore	2011	c	slore_2011_c1	-72.32443	-47.54229	8	6.01	0.007205951	0	2156.056927	6.01	-4.605170186	7.676036336	2.079441542	-0.510065508	-1.668716936	-0.971209888	-0.086198048
slore	2011	d	slore_2011_d1	-72.32426	-47.54236	8	6.4	0.016245943	0	2687.343964	6.4	-4.605170186	7.896308611	2.079441542	-0.185230585	-1.668716936	-0.971209888	0.063195242
slore	2011	e	slore_2011_e1	-72.32395	-47.54249	8	6.62	0.014107991	0	1682.601514	6.62	-4.605170186	7.428096395	2.079441542	-0.001990371	-1.668716936	-0.971209888	-0.25435613
solhe	1820	a	solhe_1820_a1	-19.367407	63.525999	199	6.47	2.607242107	0.093452752	4433.200993	6.47	-2.268640276	8.396877174	5.293304825	-0.12692688	1.193512499	0.923866437	0.402691368
solhe	1820	b	solhe_1820_b1	-19.366926	63.526045	199	7.04	0.799311221	0.041204948	3696.006894	7.04	-2.971919111	8.215008298	5.293304825	0.347831854	1.193512499	0.353461982	0.279344072
solhe	1820	c	solhe_1820_c1	-19.366668	63.526201	199	6.94	1.57745111	0.07343331	3684.463868	6.94	-2.483707651	8.211880304	5.293304825	0.264540848	1.193512499	0.749432937	0.2772226
solhe	1820	d	solhe_1820_d1	-19.371441	63.52565	199	6.93	2.207790613	0.118834309	7458.970432	6.93	-2.049228124	8.917172672	5.293304825	0.256211747	1.193512499	1.101823831	0.755566717
solhe	1820	e	solhe_1820_e1	-19.37064	63.525606	199	6.67	4.364849567	0.141188353	8122.55636	6.67	-1.889228847	9.002400206	5.293304825	0.039655132	1.193512499	1.231593556	0.813369823
solhe	1875	a	solhe_1875_a1	-19.366776	63.52792	144	6.85	0.94112277	0.048012923	5098.479854	6.85	-2.847089475	8.536697706	4.9698133	0.189578942	0.905414692	0.454706861	0.497520594
solhe	1875	b	solhe_1875_b1	-19.367391	63.527701	144	6.81	1.703896046	0.069616735	6501.048601	6.81	-2.53053097	8.779718766	4.9698133	0.15626254	0.905414692	0.711456208	0.662342587
solhe	1875	c	solhe_1875_c1	-19.368733	63.527831	144	6.96	0.911518574	0.038811285	3870.249719	6.96	-3.019793742	8.261074311	4.9698133	0.281199049	0.905414692	0.314632571	0.310587011
solhe	1875	d	solhe_1875_d1	-19.369535	63.528055	144	6.68	1.103420615	0.048037183	3653.472344	6.68	-2.846671396	8.203433322	4.9698133	0.047984232	0.905414692	0.45504595	0.27149368
solhe	1875	e	solhe_1875_e1	-19.36961	63.5283	144	7.1	0.586892188	0.036447108	4025.520464	7.1	-3.069441081	8.300409489	4.9698133	0.397806457	0.905414692	0.27436538	0.337264956
solhe	1905	a	solhe_1905_a1	-19.368392	63.52936	114	6.6	2.554532051	0.116499953	5934.932617	6.6	-2.067513343	8.688610954	4.736198448	-0.018648573	0.69736001	1.086993341	0.600551353
solhe	1905	b	solhe_1905_b1	-19.368392	63.52956	114	6.88	3.372658491	0.105973177	5212.445032	6.88	-2.15439635	8.558804321	4.736198448	0.214566244	0.69736001	1.016525623	0.512513765
solhe	1905	c	solhe_1905_c1	-19.37036	63.52911	114	6.76	2.06936574	0.069658212	5971.086493	6.76	-2.530010142	8.694684182	4.736198448	0.114617037	0.69736001	0.711878633	0.604670344
solhe	1905	d	solhe_1905_d1	-19.370808	63.52906	114	6.66	2.004112244	0.06866356	5215.803972	6.66	-2.542575257	8.559448521	4.736198448	0.031326031	0.69736001	0.701687515	0.512950675
solhe	1905	e	solhe_1905_e1	-19.37115	63.528997	114	6.5	1.768964648	0.058694016	4478.912874	6.5	-2.678093184	8.407135634	4.736198448	-0.101939579	0.69736001	0.591773743	0.409648872
solhe	1995	a	solhe_1995_a1	-19.368627	63.531328	24	7.51	0.099013239	0	1173.149635	7.51	-4.605170186	7.067447407	3.17805383	0.739299582	-0.69030555	-0.971209888	-0.498955858
solhe	1995	b	solhe_1995_b1	-19.368518	63.531238	24	7.7	0.028608346	0	717.9886107	7.7	-4.605170186	6.576453706	3.17805383	0.897552493	-0.69030555	-0.971209888	-0.831958111
solhe	1995	c	solhe_1995_c1	-19.367775	63.53121	24	7.86	0.102287047	0	5580.61036	7.86	-4.605170186	8.627053433	3.17805383	1.030818103	-0.69030555	-0.971209888	0.558801748
solhe	1995	d	solhe_1995_d1	-19.36773	63.531155	24	7.1	0.336016059	0	3898.311723	7.1	-4.605170186	8.268298847	3.17805383	0.397806457	-0.69030555	-0.971209888	0.315486843
solhe	1995	e	solhe_1995_e1	-19.367483	63.531168	24	7.04	0.284470916	0	3568.661831	7.04	-4.605170186	8.179945967	3.17805383	0.347831854	-0.69030555	-0.971209888	0.255564062
solhe	2005	a	solhe_2005_a1	-19.365348	63.532954	14	7.75	0.021089986	0	2916.321123	7.75	-4.605170186	7.978078212	2.63905733	0.939197996	-1.170329594	-0.971209888	0.118653105
solhe	2005	b	solhe_2005_b1	-19.365102	63.53296	14	7.94	0.022133829	0	1996.146108	7.94	-4.605170186	7.598973654	2.63905733	1.097450908	-1.170329594	-0.971209888	-0.138463579
solhe	2005	c	solhe_2005_c1	-19.36506	63.532957	14	7.9	0.018036136	0	2758.869468	7.9	-4.605170186	7.922576262	2.63905733	1.064134505	-1.170329594	-0.971209888	0.081010515
solhe	2005	d	solhe_2005_d1	-19.3647292	63.532957	14	7.72	0.03338128	0	1188.565989	7.72	-4.605170186	7.080502808	2.63905733	0.914210695	-1.170329594	-0.971209888	-0.49010141
solhe	2005	e	solhe_2005_e1	-19.364423	63.532895	14	7.7	0.054629166	0	3316.77026	7.7	-4.605170186	8.106746775	2.63905733	0.897552493	-1.170329594	-0.971209888	0.20591883
sorap	1850	a	sorap_1850_a1	12.224112	46.515806	168	7.52	16.5095	1.4184	11048.08365	7.52	0.356554937	9.310012266	5.123963979	0.747628683	1.042699503	3.053068925	1.021998791
sorap	1850	b	sorap_1850_b1	12.224029	46.515944	168	7.68	18.6368	1.2016	14494.34834	7.68	0.1919418	9.581514083	5.123963979	0.880894292	1.042699503	2.919557064	1.206137033
sorap	1850	c	sorap_1850_c1	12.223931	46.516092	168	7.29	21.1937	1.5148	23846.37967	7.29	0.421863254	10.07938769	5.123963979	0.556059369	1.042699503	3.106038179	1.543805383
sorap	1850	d	sorap_1850_d1	12.223828	46.516213	168	7.39	21.2239	1.6428	29740.18493	7.39	0.502470819	10.30025444	5.123963979	0.639350375	1.042699503	3.171416109	1.693601857
sorap	1850	e	sorap_1850_e1	12.223587	46.516306	168	7.46	16.0741	0.7794	18426.1861	7.46	-0.236482116	9.821528089	5.123963979	0.697654079	1.042699503	2.57207766	1.36891958
sorap	1925	a	sorap_1925_a1	12.224898	46.51351	93	8.23	11.8493	0.0335	2312.258946	8.23	-3.134994341	7.745980224	4.532599493	1.338994825	0.516037137	0.221197462	-0.038760631
sorap	1925	b	sorap_1925_b1	12.224777	46.513634	93	8.4	11.808	0	626.7794269	8.4	-4.605170186	6.440594687	4.532599493	1.480589535	0.516037137	-0.971209888	-0.924100555
sorap	1925	c	sorap_1925_c1	12.224578	46.513751	93	8.47	11.7956	0.0291	2454.288898	8.47	-3.241632812	7.805592344	4.532599493	1.53889324	0.516037137	0.13470679	0.001669562
sorap	1925	d	sorap_1925_d1	12.224222	46.513994	93	8.3	11.9041	0.0258	1342.835845	8.3	-3.329807386	7.202538959	4.532599493	1.397298529	0.516037137	0.063191529	-0.407333926
sorap	1925	e	sorap_1925_e1	12.224035	46.514165	93	8.15	11.9135	0.032	2273.347157	8.15	-3.170085661	7.729008543	4.532599493	1.27236202	0.516037137	0.19273614	-0.050271183
sorap	1985	a	sorap_1985_a1	12.225448	46.513257	33	8.56	11.8166	0.0186	1300.586472	8.56	-3.554348561	7.170570574	3.496507561	1.613855145	-0.406694343	-0.118925835	-0.429015557
sorap	1985	b	sorap_1985_b1	12.225349	46.513091	33	8.53	11.7959	0.0225	1162.479527	8.53	-3.42651519	7.058310526	3.496507561	1.588867843	-0.406694343	-0.015244732	-0.505152682
sorap	1985	c	sorap_1985_c1	12.225224	46.512906	33	8.34	11.9276	0.0626	2402.48402	8.34	-2.622790357	7.784258489	3.496507561	1.430614932	-0.406694343	0.6366279	-0.012799507
sorap	1985	d	sorap_1985_d1	12.225227	46.512735	33	8.53	11.7622	0.008	1961.842914	8.53	-4.017383521	7.581639573	3.496507561	1.588867843	-0.406694343	-0.494477026	-0.150219917
sorap	1985	e	sorap_1985_e1	12.225243	46.512561	33	8.38	10.3822	0.0221	1742.082611	8.38	-3.438899249	7.462836579	3.496507561	1.463931334	-0.406694343	-0.025289003	-0.230794606
sorap	2009	a	sorap_2009_a1	12.222548	46.511509	9	8.51	12.0168	0.0257	1173.124409	8.51	-3.33260459	7.067425903	2.197224577	1.572209642	-1.563820728	0.060922815	-0.498970442
sorap	2009	b	sorap_2009_b1	12.222322	46.511765	9	8.59	11.7271	0.01	323.837289	8.59	-3.912023005	5.780241195	2.197224577	1.638842447	-1.563820728	-0.409022858	-1.371966181
sorap	2009	c	sorap_2009_c1	12.22203	46.51185	9	8.51	11.7541	0	1113.181553	8.51	-4.605170186	7.014977458	2.197224577	1.572209642	-1.563820728	-0.971209888	-0.534542081
stein	1875	a	stein_1875_a1	19.93458	69.3941	144	6.21	1.436058164	0.046781473	2257.601206	6.21	-2.868545188	7.722058115	4.9698133	-0.343483496	0.905414692	0.437304895	-0.054985109
stein	1875	b	stein_1875_b1	19.93472	69.39295	144	6.89	0.211106911	0	1037.641136	6.89	-4.605170186	6.944705278	4.9698133	0.222895345	0.905414692	-0.971209888	-0.582202151
stein	1875	c	stein_1875_c1	19.93968	69.3918	144	6.57	0.961735666	0.049089614	1954.097853	6.57	-2.828700101	7.57768391	4.9698133	-0.043635874	0.905414692	0.469621828	-0.152902731
stein	1875	d	stein_1875_d1	19.94528	69.39162	144	5.77	2.605003595	0.105453797	2745.674804	5.77	-2.158884858	7.917782154	4.9698133	-0.709963923	0.905414692	1.012885154	0.07775905
stein	1875	e	stein_1875_e1	19.94695	69.39095	144	4.56	20.13128853	0.823230267	7787.031491	4.56	-0.182445245	8.960215	4.9698133	-1.717785095	0.905414692	2.615905045	0.784758929
stein	1915	a	stein_1915_a1	19.92987	69.39525	104	7.02	0.22839278	0	1206.636101	7.02	-4.605170186	7.095591685	4.644390899	0.331173653	0.615597269	-0.971209888	-0.479867816
stein	1915	b	stein_1915_b1	19.9328	69.3942	104	7.15	0.458113253	0	2675.689268	7.15	-4.605170186	7.891962296	4.644390899	0.43945196	0.615597269	-0.971209888	0.06024748
stein	1915	c	stein_1915_c1	19.93253	69.39323	104	7.41	0.053364411	0	1036.126359	7.41	-4.605170186	6.943244384	4.644390899	0.656008576	0.615597269	-0.971209888	-0.58319296
stein	1915	d	stein_1915_d1	19.97147	69.39172	104	6.9	0.17852354	0	580.4460506	6.9	-4.605170186	6.363796861	4.644390899	0.231224445	0.615597269	-0.971209888	-0.976186456
stein	1915	e	stein_1915_e1	19.94317	69.3906	104	7.17	0.250844181	0	619.2475736	7.17	-4.605170186	6.42850515	4.644390899	0.456110162	0.615597269	-0.971209888	-0.932299933
stein	1953	a	stein_1953_a1	19.92538	69.39398	66	6.74	0.158179611	0	1413.723101	6.74	-4.605170186	7.253982	4.189654742	0.097958836	0.210614512	-0.971209888	-0.372444174
stein	1953	b	stein_1953_b1	19.928	69.39337	66	7.13	0.12132664	0	1036.556705	7.13	-4.605170186	6.943659638	4.189654742	0.422793759	0.210614512	-0.971209888	-0.582911326
stein	1953	c	stein_1953_c1	19.92915	69.39283	66	7.91	0.08428777	0	710.0339569	7.91	-4.605170186	6.565312796	4.189654742	1.072463606	0.210614512	-0.971209888	-0.839514111
stein	1953	d	stein_1953_d1	19.93255	69.392	66	7.19	0.088806987	0	856.168381	7.19	-4.605170186	6.752467064	4.189654742	0.472768363	0.210614512	-0.971209888	-0.712582151
stein	1953	e	stein_1953_e1	19.9355	69.3905	66	7.7	0.067380987	0	513.7073031	7.7	-4.605170186	6.241653654	4.189654742	0.897552493	0.210614512	-0.971209888	-1.059026548
stein	1977	a	stein_1977_a1	19.9242	69.394	42	6.73	0.27264604	0	1589.320103	6.73	-4.605170186	7.371061595	3.737669618	0.089629735	-0.191918207	-0.971209888	-0.29303833
stein	1977	b	stein_1977_b1	19.92545	69.39323	42	7.19	0.058895562	0	915.5650152	7.19	-4.605170186	6.819541378	3.737669618	0.472768363	-0.191918207	-0.971209888	-0.66709094
stein	1977	c	stein_1977_c1	19.9272	69.39258	42	7.58	0.03863455	0	513.5469678	7.58	-4.605170186	6.241341491	3.737669618	0.797603286	-0.191918207	-0.971209888	-1.059238263
stein	1977	d	stein_1977_d1	19.92817	69.39212	42	7.39	0.039566215	0	278.2219934	7.39	-4.605170186	5.628419332	3.737669618	0.639350375	-0.191918207	-0.971209888	-1.474934961
stein	1977	e	stein_1977_e1	19.9288	69.39133	42	7.43	0.070294067	0	672.6586692	7.43	-4.605170186	6.511238023	3.737669618	0.672666777	-0.191918207	-0.971209888	-0.876188759
stein	1993	a	stein_1993_a1	19.9217	69.3936	26	7.36	0.106900327	0	957.4527293	7.36	-4.605170186	6.864276351	3.258096538	0.614363073	-0.619020441	-0.971209888	-0.636750741
stein	1993	b	stein_1993_b1	19.92273	69.39317	26	6.79	0.057755284	0	858.3577265	6.79	-4.605170186	6.755020943	3.258096538	0.139604339	-0.619020441	-0.971209888	-0.710850056
stein	1993	c	stein_1993_c1	19.92345	69.39265	26	6.65	0.226705745	0	1450.657102	6.65	-4.605170186	7.279771906	3.258096538	0.02299693	-0.619020441	-0.971209888	-0.354952917
stein	1993	d	stein_1993_d1	19.92415	69.3922	26	6.38	0.26895687	0	12867.02016	6.38	-4.605170186	9.46242274	3.258096538	-0.201888786	-0.619020441	-0.971209888	1.12536678
stein	1993	e	stein_1993_e1	19.92452	69.39188	26	7.42	0.07117983	0	555.4206529	7.42	-4.605170186	6.31972576	3.258096538	0.664337677	-0.619020441	-0.971209888	-1.006076404
stein	2006	a	stein_2006_a1	19.9159	69.39423	13	7.91	0.059605785	0	400.013196	7.91	-4.605170186	5.991497537	2.564949357	1.072463606	-1.236329296	-0.971209888	-1.228687687
stein	2006	b	stein_2006_b1	19.91737	69.39393	13	7.74	0.060205895	0	431.263867	7.74	-4.605170186	6.066720123	2.564949357	0.930868896	-1.236329296	-0.971209888	-1.177670147
stein	2006	c	stein_2006_c1	19.91878	69.39357	13	7.8	0.021553446	0	203.9047032	7.8	-4.605170186	5.317652743	2.564949357	0.980843499	-1.236329296	-0.971209888	-1.685703397
stein	2006	d	stein_2006_d1	19.91935	69.39328	13	7.74	0.02514774	0	286.2834683	7.74	-4.605170186	5.656982468	2.564949357	0.930868896	-1.236329296	-0.971209888	-1.455562842
stein	2006	e	stein_2006_e1	19.92013	69.39203	13	7.96	0.033619273	0	277.849591	7.96	-4.605170186	5.627079928	2.564949357	1.114109109	-1.236329296	-0.971209888	-1.475843373
stein	2011	a	stein_2011_a1	19.9142	69.3943	8	7.41	0.033110451	0	846.6055648	7.41	-4.605170186	6.741234901	2.079441542	0.656008576	-1.668716936	-0.971209888	-0.72020004
