"glacier1","date1","plot1","date2","plot2","Plot1","Plot2","beta.bact","time_diff","beta.coll","beta.euka.uni","beta.euka.animals","beta.fung","beta.inse","beta.olig","beta.sper","beta.all.ani"
"ferdi",1960,"a",1990,"c","ferdi_1990_c","ferdi_1960_a",0.844765342960289,30,NA,NA,1,0.833333333333333,NA,1,1,1
"ferdi",1960,"a",1990,"d","ferdi_1990_d","ferdi_1960_a",0.793594306049822,30,NA,1,1,0.92,1,1,1,1
"ferdi",1960,"a",1990,"e","ferdi_1990_e","ferdi_1960_a",0.747404844290657,30,NA,1,1,0.875,NA,1,1,1
"ferdi",1960,"a",2009,"a","ferdi_2009_a","ferdi_1960_a",0.839160839160839,49,NA,NA,1,1,1,1,NA,1
"ferdi",1960,"a",2009,"b","ferdi_2009_b","ferdi_1960_a",0.782456140350877,49,NA,NA,1,1,1,1,NA,1
"ferdi",1960,"a",2009,"c","ferdi_2009_c","ferdi_1960_a",0.777777777777778,49,NA,NA,1,1,NA,1,NA,1
"ferdi",1960,"a",2009,"d","ferdi_2009_d","ferdi_1960_a",0.817567567567568,49,1,NA,1,1,NA,1,NA,1
"ferdi",1960,"a",2009,"e","ferdi_2009_e","ferdi_1960_a",0.767441860465116,49,NA,NA,1,0.8,1,1,NA,1
"ferdi",1960,"b",1960,"c","ferdi_1960_c","ferdi_1960_b",0.605839416058394,0,1,NA,NA,0.785714285714286,1,1,1,1
"ferdi",1960,"b",1960,"d","ferdi_1960_d","ferdi_1960_b",0.585106382978723,0,1,1,1,0.742857142857143,1,NA,1,1
"ferdi",1960,"b",1960,"e","ferdi_1960_e","ferdi_1960_b",0.752851711026616,0,0,1,1,0.722222222222222,0.666666666666667,1,1,0.8
"ferdi",1960,"b",1990,"a","ferdi_1990_a","ferdi_1960_b",0.731543624161074,30,1,1,1,0.956521739130435,1,1,0.666666666666667,1
"ferdi",1960,"b",1990,"b","ferdi_1990_b","ferdi_1960_b",0.699115044247788,30,1,NA,NA,0.826086956521739,1,NA,1,1
"ferdi",1960,"b",1990,"c","ferdi_1990_c","ferdi_1960_b",0.823529411764706,30,1,NA,NA,0.956521739130435,1,1,0,1
"ferdi",1960,"b",1990,"d","ferdi_1990_d","ferdi_1960_b",0.748251748251748,30,1,1,NA,0.810810810810811,1,1,1,1
"ferdi",1960,"b",1990,"e","ferdi_1990_e","ferdi_1960_b",0.804733727810651,30,1,1,NA,0.869565217391304,1,NA,0,1
"ferdi",1960,"b",2009,"a","ferdi_2009_a","ferdi_1960_b",0.845637583892617,49,1,NA,NA,1,1,1,1,1
"ferdi",1960,"b",2009,"b","ferdi_2009_b","ferdi_1960_b",0.808917197452229,49,1,NA,NA,1,1,NA,1,1
"ferdi",1960,"b",2009,"c","ferdi_2009_c","ferdi_1960_b",0.77710843373494,49,1,NA,NA,1,1,NA,1,1
"ferdi",1960,"b",2009,"d","ferdi_2009_d","ferdi_1960_b",0.789808917197452,49,1,NA,NA,1,1,NA,1,1
"ferdi",1960,"b",2009,"e","ferdi_2009_e","ferdi_1960_b",0.766081871345029,49,1,NA,NA,1,1,NA,1,1
"ferdi",1960,"c",1960,"d","ferdi_1960_d","ferdi_1960_c",0.668539325842697,0,NA,1,1,0.866666666666667,0,1,1,0.833333333333333
"ferdi",1960,"c",1960,"e","ferdi_1960_e","ferdi_1960_c",0.779591836734694,0,1,1,1,0.666666666666667,0.666666666666667,0,1,0.8
"ferdi",1960,"c",1990,"a","ferdi_1990_a","ferdi_1960_c",0.740157480314961,30,1,1,1,1,0,0.5,1,0.6
"ferdi",1960,"c",1990,"b","ferdi_1990_b","ferdi_1960_c",0.732057416267943,30,1,NA,NA,0.866666666666667,1,1,1,1
"ferdi",1960,"c",1990,"c","ferdi_1990_c","ferdi_1960_c",0.775700934579439,30,NA,NA,NA,0.923076923076923,1,1,1,1
"ferdi",1960,"c",1990,"d","ferdi_1990_d","ferdi_1960_c",0.780487804878049,30,NA,1,NA,0.903225806451613,1,1,1,1
"ferdi",1960,"c",1990,"e","ferdi_1990_e","ferdi_1960_c",0.82312925170068,30,NA,1,NA,0.857142857142857,1,1,1,1
"ferdi",1960,"c",2009,"a","ferdi_2009_a","ferdi_1960_c",0.874015748031496,49,NA,NA,NA,1,1,1,NA,1
"ferdi",1960,"c",2009,"b","ferdi_2009_b","ferdi_1960_c",0.82962962962963,49,NA,NA,NA,1,1,1,NA,1
"ferdi",1960,"c",2009,"c","ferdi_2009_c","ferdi_1960_c",0.808219178082192,49,NA,NA,NA,1,1,1,NA,1
"ferdi",1960,"c",2009,"d","ferdi_2009_d","ferdi_1960_c",0.798507462686567,49,1,NA,NA,1,1,1,NA,1
"ferdi",1960,"c",2009,"e","ferdi_2009_e","ferdi_1960_c",0.786666666666667,49,NA,NA,NA,1,1,1,NA,1
"ferdi",1960,"d",1960,"e","ferdi_1960_e","ferdi_1960_d",0.777777777777778,0,1,0.666666666666667,0.875,0.722222222222222,0.666666666666667,1,1,0.846153846153846
"ferdi",1960,"d",1990,"a","ferdi_1990_a","ferdi_1960_d",0.769633507853403,30,1,1,1,0.956521739130435,0,1,1,0.888888888888889
"ferdi",1960,"d",1990,"b","ferdi_1990_b","ferdi_1960_d",0.671875,30,1,1,1,0.826086956521739,1,NA,1,1
"ferdi",1960,"d",1990,"c","ferdi_1990_c","ferdi_1960_d",0.842696629213483,30,NA,1,1,1,1,1,1,1
"ferdi",1960,"d",1990,"d","ferdi_1990_d","ferdi_1960_d",0.852040816326531,30,NA,0.818181818181818,1,0.777777777777778,1,1,1,1
"ferdi",1960,"d",1990,"e","ferdi_1990_e","ferdi_1960_d",0.841121495327103,30,NA,1,1,0.869565217391304,1,NA,1,1
"ferdi",1960,"d",2009,"a","ferdi_2009_a","ferdi_1960_d",0.882051282051282,49,NA,1,1,1,1,1,1,1
"ferdi",1960,"d",2009,"b","ferdi_2009_b","ferdi_1960_d",0.811224489795918,49,NA,1,1,1,1,NA,1,1
"ferdi",1960,"d",2009,"c","ferdi_2009_c","ferdi_1960_d",0.802884615384615,49,NA,1,1,1,1,NA,1,1
"ferdi",1960,"d",2009,"d","ferdi_2009_d","ferdi_1960_d",0.831683168316832,49,1,1,1,1,1,NA,1,1
"ferdi",1960,"d",2009,"e","ferdi_2009_e","ferdi_1960_d",0.733990147783251,49,NA,1,1,0.954545454545455,1,NA,1,1
"ferdi",1960,"e",1990,"a","ferdi_1990_a","ferdi_1960_e",0.870722433460076,30,1,1,0.8,0.96,0.666666666666667,0.5,1,0.75
"ferdi",1960,"e",1990,"b","ferdi_1990_b","ferdi_1960_e",0.8,30,1,1,1,0.884615384615385,1,1,1,1
"ferdi",1960,"e",1990,"c","ferdi_1990_c","ferdi_1960_e",0.892561983471074,30,1,1,1,0.96,1,1,1,1
"ferdi",1960,"e",1990,"d","ferdi_1990_d","ferdi_1960_e",0.804166666666667,30,1,0.818181818181818,1,0.85,1,1,1,1
"ferdi",1960,"e",1990,"e","ferdi_1990_e","ferdi_1960_e",0.812260536398467,30,1,1,1,0.88,1,1,1,1
"ferdi",1960,"e",2009,"a","ferdi_2009_a","ferdi_1960_e",0.914728682170543,49,1,1,1,1,1,1,1,1
"ferdi",1960,"e",2009,"b","ferdi_2009_b","ferdi_1960_e",0.903345724907063,49,1,1,1,1,1,1,1,1
"ferdi",1960,"e",2009,"c","ferdi_2009_c","ferdi_1960_e",0.85239852398524,49,1,1,1,1,1,1,1,1
"ferdi",1960,"e",2009,"d","ferdi_2009_d","ferdi_1960_e",0.879699248120301,49,1,1,1,1,1,1,1,1
"ferdi",1960,"e",2009,"e","ferdi_2009_e","ferdi_1960_e",0.85663082437276,49,1,1,1,1,1,1,1,1
"ferdi",1990,"a",1990,"b","ferdi_1990_b","ferdi_1990_a",0.671717171717172,0,1,1,1,0.833333333333333,1,1,0.666666666666667,1
"ferdi",1990,"a",1990,"c","ferdi_1990_c","ferdi_1990_a",0.612903225806452,0,1,1,1,0.666666666666667,1,1,0.666666666666667,1
"ferdi",1990,"a",1990,"d","ferdi_1990_d","ferdi_1990_a",0.834645669291339,0,1,1,1,0.909090909090909,1,1,0.8,1
"ferdi",1990,"a",1990,"e","ferdi_1990_e","ferdi_1990_a",0.820689655172414,0,1,1,1,1,1,1,0.666666666666667,1
"ferdi",1990,"a",2009,"a","ferdi_2009_a","ferdi_1990_a",0.794871794871795,19,1,1,1,1,1,1,1,1
"ferdi",1990,"a",2009,"b","ferdi_2009_b","ferdi_1990_a",0.7,19,1,1,1,1,1,1,1,1
"ferdi",1990,"a",2009,"c","ferdi_2009_c","ferdi_1990_a",0.634920634920635,19,1,1,1,1,1,1,1,1
"ferdi",1990,"a",2009,"d","ferdi_2009_d","ferdi_1990_a",0.707317073170732,19,1,1,1,1,1,1,1,1
"ferdi",1990,"a",2009,"e","ferdi_2009_e","ferdi_1990_a",0.714285714285714,19,1,1,1,0.5,1,1,1,1
"ferdi",1990,"b",1990,"c","ferdi_1990_c","ferdi_1990_b",0.741935483870968,0,1,NA,NA,1,1,1,1,1
"ferdi",1990,"b",1990,"d","ferdi_1990_d","ferdi_1990_b",0.834101382488479,0,1,1,NA,0.875,1,1,0.666666666666667,1
"ferdi",1990,"b",1990,"e","ferdi_1990_e","ferdi_1990_b",0.794759825327511,0,1,1,NA,0.714285714285714,1,NA,1,1
"ferdi",1990,"b",2009,"a","ferdi_2009_a","ferdi_1990_b",0.811594202898551,19,1,NA,NA,1,1,1,1,1
"ferdi",1990,"b",2009,"b","ferdi_2009_b","ferdi_1990_b",0.681818181818182,19,1,NA,NA,1,1,NA,1,1
"ferdi",1990,"b",2009,"c","ferdi_2009_c","ferdi_1990_b",0.628712871287129,19,1,NA,NA,1,1,NA,1,1
"ferdi",1990,"b",2009,"d","ferdi_2009_d","ferdi_1990_b",0.742857142857143,19,1,NA,NA,1,1,NA,1,1
"ferdi",1990,"b",2009,"e","ferdi_2009_e","ferdi_1990_b",0.655660377358491,19,1,NA,NA,0.8,1,NA,1,1
"ferdi",1990,"c",1990,"d","ferdi_1990_d","ferdi_1990_c",0.785714285714286,0,NA,1,NA,0.909090909090909,1,1,1,1
"ferdi",1990,"c",1990,"e","ferdi_1990_e","ferdi_1990_c",0.754385964912281,0,NA,1,NA,1,NA,1,0,1
"ferdi",1990,"c",2009,"a","ferdi_2009_a","ferdi_1990_c",0.71264367816092,19,NA,NA,NA,1,1,1,1,1
"ferdi",1990,"c",2009,"b","ferdi_2009_b","ferdi_1990_c",0.648936170212766,19,NA,NA,NA,1,1,1,1,1
"ferdi",1990,"c",2009,"c","ferdi_2009_c","ferdi_1990_c",0.650943396226415,19,NA,NA,NA,1,NA,1,1,1
"ferdi",1990,"c",2009,"d","ferdi_2009_d","ferdi_1990_c",0.75,19,1,NA,NA,1,NA,1,1,1
"ferdi",1990,"c",2009,"e","ferdi_2009_e","ferdi_1990_c",0.68695652173913,19,NA,NA,NA,1,1,1,1,1
"ferdi",1990,"d",1990,"e","ferdi_1990_e","ferdi_1990_d",0.623931623931624,0,NA,1,NA,0.96,1,1,1,1
"ferdi",1990,"d",2009,"a","ferdi_2009_a","ferdi_1990_d",0.84070796460177,19,NA,1,NA,1,1,0,1,0.666666666666667
"ferdi",1990,"d",2009,"b","ferdi_2009_b","ferdi_1990_d",0.82258064516129,19,NA,1,NA,1,1,1,1,1
"ferdi",1990,"d",2009,"c","ferdi_2009_c","ferdi_1990_d",0.781954887218045,19,NA,1,NA,1,1,1,1,1
"ferdi",1990,"d",2009,"d","ferdi_2009_d","ferdi_1990_d",0.862595419847328,19,1,1,NA,1,1,1,1,1
"ferdi",1990,"d",2009,"e","ferdi_2009_e","ferdi_1990_d",0.811188811188811,19,NA,1,NA,0.954545454545455,1,1,1,1
"ferdi",1990,"e",2009,"a","ferdi_2009_a","ferdi_1990_e",0.737704918032787,19,NA,1,NA,1,1,1,1,1
"ferdi",1990,"e",2009,"b","ferdi_2009_b","ferdi_1990_e",0.766423357664234,19,NA,1,NA,1,1,NA,1,1
"ferdi",1990,"e",2009,"c","ferdi_2009_c","ferdi_1990_e",0.75,19,NA,1,NA,1,NA,NA,1,NA
"ferdi",1990,"e",2009,"d","ferdi_2009_d","ferdi_1990_e",0.853333333333333,19,1,1,NA,1,NA,NA,1,1
"ferdi",1990,"e",2009,"e","ferdi_2009_e","ferdi_1990_e",0.786163522012579,19,NA,1,NA,1,1,NA,1,1
"ferdi",2009,"a",2009,"b","ferdi_2009_b","ferdi_2009_a",0.637254901960784,0,NA,NA,NA,NA,1,1,NA,1
"ferdi",2009,"a",2009,"c","ferdi_2009_c","ferdi_2009_a",0.75,0,NA,NA,NA,NA,1,1,NA,1
"ferdi",2009,"a",2009,"d","ferdi_2009_d","ferdi_2009_a",0.786324786324786,0,1,NA,NA,NA,1,1,NA,1
"ferdi",2009,"a",2009,"e","ferdi_2009_e","ferdi_2009_a",0.774436090225564,0,NA,NA,NA,1,1,1,NA,1
"ferdi",2009,"b",2009,"c","ferdi_2009_c","ferdi_2009_b",0.617886178861789,0,NA,NA,NA,NA,1,NA,NA,1
"ferdi",2009,"b",2009,"d","ferdi_2009_d","ferdi_2009_b",0.691666666666667,0,1,NA,NA,NA,1,NA,NA,1
"ferdi",2009,"b",2009,"e","ferdi_2009_e","ferdi_2009_b",0.609375,0,NA,NA,NA,1,1,NA,NA,1
"ferdi",2009,"c",2009,"d","ferdi_2009_d","ferdi_2009_c",0.59349593495935,0,1,NA,NA,NA,NA,NA,NA,1
"ferdi",2009,"c",2009,"e","ferdi_2009_e","ferdi_2009_c",0.624113475177305,0,NA,NA,NA,1,1,NA,NA,1
"ferdi",2009,"d",2009,"e","ferdi_2009_e","ferdi_2009_d",0.639097744360902,0,1,NA,NA,1,1,NA,NA,1
"flaaj",1890,"a",1890,"b","flaaj_1890_b","flaaj_1890_a",0.771084337349398,0,0.888888888888889,1,1,0.88,0.75,1,1,0.864864864864865
"flaaj",1890,"a",1890,"c","flaaj_1890_c","flaaj_1890_a",0.852272727272727,0,1,1,1,0.919354838709677,0.928571428571429,1,1,0.96875
"flaaj",1890,"a",1890,"d","flaaj_1890_d","flaaj_1890_a",0.575539568345324,0,1,0.833333333333333,0.944444444444444,0.788732394366197,0.933333333333333,1,1,0.948717948717949
"flaaj",1890,"a",1890,"e","flaaj_1890_e","flaaj_1890_a",0.532710280373832,0,0.666666666666667,0.666666666666667,1,0.854166666666667,1,1,1,0.961538461538462
"flaaj",1890,"a",1930,"a","flaaj_1930_a","flaaj_1890_a",0.745762711864407,40,1,1,0.75,0.86,0.866666666666667,1,0.666666666666667,0.882352941176471
"flaaj",1890,"a",1930,"b","flaaj_1930_b","flaaj_1890_a",0.657407407407407,40,1,0.833333333333333,0.833333333333333,0.836065573770492,0.875,1,1,0.902439024390244
"flaaj",1890,"a",1930,"c","flaaj_1930_c","flaaj_1890_a",0.651162790697674,40,1,0.888888888888889,1,0.8,0.928571428571429,1,1,0.961538461538462
"flaaj",1890,"a",1930,"d","flaaj_1930_d","flaaj_1890_a",0.741666666666667,40,1,0.666666666666667,0.923076923076923,0.913793103448276,1,1,1,0.96875
"flaaj",1890,"a",1930,"e","flaaj_1930_e","flaaj_1890_a",0.717741935483871,40,1,0.5,0.923076923076923,0.943661971830986,1,1,1,0.970588235294118
"flaaj",1890,"a",1945,"a","flaaj_1945_a","flaaj_1890_a",0.72289156626506,55,1,1,1,0.855555555555556,0.75,1,1,0.870967741935484
"flaaj",1890,"a",1945,"b","flaaj_1945_b","flaaj_1890_a",0.704761904761905,55,1,1,0.888888888888889,0.942028985507246,0.909090909090909,1,1,0.92
"flaaj",1890,"a",1945,"c","flaaj_1945_c","flaaj_1890_a",0.596774193548387,55,1,1,1,0.909090909090909,0.818181818181818,1,1,0.916666666666667
"flaaj",1890,"a",1945,"d","flaaj_1945_d","flaaj_1890_a",0.634146341463415,55,1,1,1,0.975,1,1,1,1
"flaaj",1890,"a",1945,"e","flaaj_1945_e","flaaj_1890_a",0.457142857142857,55,1,1,1,0.893617021276596,1,1,1,1
"flaaj",1890,"a",1989,"a","flaaj_1989_a","flaaj_1890_a",0.87,99,1,1,1,0.91358024691358,1,1,1,1
"flaaj",1890,"a",1989,"b","flaaj_1989_b","flaaj_1890_a",0.693693693693694,99,1,0.857142857142857,0.818181818181818,0.909090909090909,0.923076923076923,1,1,0.892857142857143
"flaaj",1890,"a",1989,"c","flaaj_1989_c","flaaj_1890_a",0.772727272727273,99,1,1,1,0.974358974358974,1,1,1,1
"flaaj",1890,"a",1989,"d","flaaj_1989_d","flaaj_1890_a",0.769230769230769,99,1,1,1,1,0.909090909090909,1,1,0.95
"flaaj",1890,"a",1989,"e","flaaj_1989_e","flaaj_1890_a",0.898876404494382,99,1,1,1,1,1,1,1,1
"flaaj",1890,"a",2010,"a","flaaj_2010_a","flaaj_1890_a",0.87218045112782,120,1,1,1,1,1,1,1,1
"flaaj",1890,"a",2010,"b","flaaj_2010_b","flaaj_1890_a",0.823529411764706,120,1,1,1,0.952380952380952,1,1,1,1
"flaaj",1890,"a",2010,"c","flaaj_2010_c","flaaj_1890_a",0.976470588235294,120,1,1,1,1,1,1,1,1
"flaaj",1890,"a",2010,"d","flaaj_2010_d","flaaj_1890_a",1,120,1,1,1,1,1,1,1,1
"flaaj",1890,"a",2010,"e","flaaj_2010_e","flaaj_1890_a",0.989010989010989,120,1,1,1,1,1,1,1,1
"flaaj",1890,"b",1890,"c","flaaj_1890_c","flaaj_1890_b",0.7,0,0.888888888888889,NA,0.888888888888889,0.934782608695652,0.818181818181818,1,1,0.870967741935484
"flaaj",1890,"b",1890,"d","flaaj_1890_d","flaaj_1890_b",0.837606837606838,0,1,1,0.944444444444444,0.866666666666667,0.833333333333333,1,1,0.925
"flaaj",1890,"b",1890,"e","flaaj_1890_e","flaaj_1890_b",0.75,0,0.857142857142857,1,0.857142857142857,0.84375,1,1,0.666666666666667,0.925925925925926
"flaaj",1890,"b",1930,"a","flaaj_1930_a","flaaj_1890_b",0.821917808219178,40,0.777777777777778,1,0.888888888888889,0.852941176470588,0.846153846153846,1,0.8,0.857142857142857
"flaaj",1890,"b",1930,"b","flaaj_1930_b","flaaj_1890_b",0.761194029850746,40,0.909090909090909,1,1,0.872340425531915,0.769230769230769,0.75,1,0.880952380952381
"flaaj",1890,"b",1930,"c","flaaj_1930_c","flaaj_1890_b",0.874172185430464,40,1,1,1,0.894736842105263,0.916666666666667,1,1,0.964285714285714
"flaaj",1890,"b",1930,"d","flaaj_1930_d","flaaj_1890_b",0.844155844155844,40,1,1,0.923076923076923,0.928571428571429,1,1,1,0.970588235294118
"flaaj",1890,"b",1930,"e","flaaj_1930_e","flaaj_1890_b",0.817073170731707,40,1,1,1,0.924528301886792,1,1,1,1
"flaaj",1890,"b",1945,"a","flaaj_1945_a","flaaj_1890_b",0.625,55,0.714285714285714,1,1,0.924050632911392,0.875,1,0.5,0.878787878787879
"flaaj",1890,"b",1945,"b","flaaj_1945_b","flaaj_1890_b",0.786885245901639,55,1,1,0.888888888888889,0.942307692307692,0.888888888888889,1,0.75,0.925925925925926
"flaaj",1890,"b",1945,"c","flaaj_1945_c","flaaj_1890_b",0.821052631578947,55,1,1,0.875,0.897959183673469,0.777777777777778,1,0.75,0.88
"flaaj",1890,"b",1945,"d","flaaj_1945_d","flaaj_1890_b",0.835164835164835,55,1,1,1,0.954545454545455,1,1,1,1
"flaaj",1890,"b",1945,"e","flaaj_1945_e","flaaj_1890_b",0.780487804878049,55,1,1,0.833333333333333,0.866666666666667,1,1,1,0.956521739130435
"flaaj",1890,"b",1989,"a","flaaj_1989_a","flaaj_1890_b",0.866666666666667,99,1,1,0.9,0.939393939393939,0.928571428571429,1,0.333333333333333,0.9375
"flaaj",1890,"b",1989,"b","flaaj_1989_b","flaaj_1890_b",0.797101449275362,99,1,1,1,0.935483870967742,0.909090909090909,1,0.666666666666667,0.96875
"flaaj",1890,"b",1989,"c","flaaj_1989_c","flaaj_1890_b",0.863636363636364,99,1,NA,1,0.952380952380952,1,1,1,1
"flaaj",1890,"b",1989,"d","flaaj_1989_d","flaaj_1890_b",0.777777777777778,99,1,NA,1,1,0.888888888888889,1,1,0.954545454545455
"flaaj",1890,"b",1989,"e","flaaj_1989_e","flaaj_1890_b",0.8,99,1,NA,1,1,1,1,1,1
"flaaj",1890,"b",2010,"a","flaaj_2010_a","flaaj_1890_b",0.952380952380952,120,1,NA,1,1,1,1,1,1
"flaaj",1890,"b",2010,"b","flaaj_2010_b","flaaj_1890_b",0.911111111111111,120,1,NA,1,0.916666666666667,1,1,1,1
"flaaj",1890,"b",2010,"c","flaaj_2010_c","flaaj_1890_b",1,120,1,NA,1,1,1,1,0.75,1
"flaaj",1890,"b",2010,"d","flaaj_2010_d","flaaj_1890_b",1,120,1,NA,1,1,1,1,1,1
"flaaj",1890,"b",2010,"e","flaaj_2010_e","flaaj_1890_b",0.96551724137931,120,1,NA,1,1,1,1,0.75,1
"flaaj",1890,"c",1890,"d","flaaj_1890_d","flaaj_1890_c",0.865546218487395,0,1,1,0.8125,0.917808219178082,0.875,1,NA,0.866666666666667
"flaaj",1890,"c",1890,"e","flaaj_1890_e","flaaj_1890_c",0.794871794871795,0,1,1,1,0.829268292682927,1,1,1,1
"flaaj",1890,"c",1930,"a","flaaj_1930_a","flaaj_1890_c",0.851351351351351,40,0.833333333333333,1,0.888888888888889,0.888888888888889,1,1,1,0.931034482758621
"flaaj",1890,"c",1930,"b","flaaj_1930_b","flaaj_1890_c",0.861111111111111,40,1,1,1,0.896551724137931,1,1,1,1
"flaaj",1890,"c",1930,"c","flaaj_1930_c","flaaj_1890_c",0.895424836601307,40,1,1,1,0.918367346938776,1,1,NA,1
"flaaj",1890,"c",1930,"d","flaaj_1930_d","flaaj_1890_c",0.826666666666667,40,1,1,0.833333333333333,0.901960784313726,1,1,NA,0.916666666666667
"flaaj",1890,"c",1930,"e","flaaj_1930_e","flaaj_1890_c",0.784810126582278,40,0.666666666666667,1,1,0.866666666666667,1,1,NA,0.962962962962963
"flaaj",1890,"c",1945,"a","flaaj_1945_a","flaaj_1890_c",0.837837837837838,55,0.75,1,0.875,0.945054945054945,0.916666666666667,1,1,0.88
"flaaj",1890,"c",1945,"b","flaaj_1945_b","flaaj_1890_c",0.841269841269841,55,1,1,0.888888888888889,0.88135593220339,0.75,1,1,0.888888888888889
"flaaj",1890,"c",1945,"c","flaaj_1945_c","flaaj_1890_c",0.855670103092783,55,1,1,0.714285714285714,0.916666666666667,0.8,1,1,0.8125
"flaaj",1890,"c",1945,"d","flaaj_1945_d","flaaj_1890_c",0.870967741935484,55,1,1,1,0.96969696969697,1,1,NA,1
"flaaj",1890,"c",1945,"e","flaaj_1945_e","flaaj_1890_c",0.835294117647059,55,1,1,0.833333333333333,0.928571428571429,1,1,NA,0.928571428571429
"flaaj",1890,"c",1989,"a","flaaj_1989_a","flaaj_1890_c",0.91304347826087,99,1,1,0.625,0.974683544303797,0.888888888888889,1,1,0.80952380952381
"flaaj",1890,"c",1989,"b","flaaj_1989_b","flaaj_1890_c",0.891891891891892,99,1,1,0.818181818181818,0.959459459459459,1,1,1,0.909090909090909
"flaaj",1890,"c",1989,"c","flaaj_1989_c","flaaj_1890_c",0.935483870967742,99,1,NA,1,0.96875,1,1,NA,1
"flaaj",1890,"c",1989,"d","flaaj_1989_d","flaaj_1890_c",0.879310344827586,99,1,NA,1,1,1,1,NA,1
"flaaj",1890,"c",1989,"e","flaaj_1989_e","flaaj_1890_c",0.939393939393939,99,1,NA,1,1,1,1,NA,1
"flaaj",1890,"c",2010,"a","flaaj_2010_a","flaaj_1890_c",0.951807228915663,120,1,NA,1,1,1,1,NA,1
"flaaj",1890,"c",2010,"b","flaaj_2010_b","flaaj_1890_c",0.956989247311828,120,1,NA,1,0.942857142857143,1,1,NA,1
"flaaj",1890,"c",2010,"c","flaaj_2010_c","flaaj_1890_c",1,120,1,NA,1,1,1,1,1,1
"flaaj",1890,"c",2010,"d","flaaj_2010_d","flaaj_1890_c",1,120,1,NA,1,1,1,1,1,1
"flaaj",1890,"c",2010,"e","flaaj_2010_e","flaaj_1890_c",1,120,1,NA,1,1,1,1,1,1
"flaaj",1890,"d",1890,"e","flaaj_1890_e","flaaj_1890_d",0.5078125,0,1,0.714285714285714,0.9375,0.864406779661017,1,NA,1,0.962962962962963
"flaaj",1890,"d",1930,"a","flaaj_1930_a","flaaj_1890_d",0.589147286821705,40,1,1,0.944444444444444,0.868852459016393,0.9,1,1,0.945945945945946
"flaaj",1890,"d",1930,"b","flaaj_1930_b","flaaj_1890_d",0.568,40,1,0.909090909090909,0.789473684210526,0.863013698630137,1,1,1,0.904761904761905
"flaaj",1890,"d",1930,"c","flaaj_1930_c","flaaj_1890_d",0.488636363636364,40,1,0.846153846153846,0.9375,0.875,0.714285714285714,NA,NA,0.88
"flaaj",1890,"d",1930,"d","flaaj_1930_d","flaaj_1890_d",0.598484848484849,40,1,0.875,0.85,0.880597014925373,1,NA,NA,0.903225806451613
"flaaj",1890,"d",1930,"e","flaaj_1930_e","flaaj_1890_d",0.526717557251908,40,1,0.857142857142857,0.85,0.87012987012987,1,1,NA,0.909090909090909
"flaaj",1890,"d",1945,"a","flaaj_1945_a","flaaj_1890_d",0.833333333333333,55,1,1,0.875,0.935185185185185,1,NA,1,0.941176470588235
"flaaj",1890,"d",1945,"b","flaaj_1945_b","flaaj_1890_d",0.682170542635659,55,1,1,0.882352941176471,0.896103896103896,1,NA,1,0.923076923076923
"flaaj",1890,"d",1945,"c","flaaj_1945_c","flaaj_1890_d",0.585034013605442,55,1,1,0.714285714285714,0.894736842105263,0.833333333333333,NA,1,0.772727272727273
"flaaj",1890,"d",1945,"d","flaaj_1945_d","flaaj_1890_d",0.597222222222222,55,1,1,1,0.96078431372549,1,NA,NA,1
"flaaj",1890,"d",1945,"e","flaaj_1945_e","flaaj_1890_d",0.579710144927536,55,1,0.857142857142857,0.857142857142857,0.915254237288136,1,NA,NA,0.904761904761905
"flaaj",1890,"d",1989,"a","flaaj_1989_a","flaaj_1890_d",0.833333333333333,99,1,1,0.75,0.936170212765957,0.9,NA,1,0.821428571428571
"flaaj",1890,"d",1989,"b","flaaj_1989_b","flaaj_1890_d",0.674074074074074,99,1,0.916666666666667,0.9,0.933333333333333,0.857142857142857,NA,1,0.896551724137931
"flaaj",1890,"d",1989,"c","flaaj_1989_c","flaaj_1890_d",0.826347305389222,99,1,1,1,0.980392156862745,1,NA,NA,1
"flaaj",1890,"d",1989,"d","flaaj_1989_d","flaaj_1890_d",0.808823529411765,99,1,1,1,1,1,NA,NA,1
"flaaj",1890,"d",1989,"e","flaaj_1989_e","flaaj_1890_d",0.918032786885246,99,1,1,1,1,1,NA,NA,1
"flaaj",1890,"d",2010,"a","flaaj_2010_a","flaaj_1890_d",0.857142857142857,120,1,1,1,1,1,NA,NA,1
"flaaj",1890,"d",2010,"b","flaaj_2010_b","flaaj_1890_d",0.824242424242424,120,1,1,1,0.962962962962963,1,NA,NA,1
"flaaj",1890,"d",2010,"c","flaaj_2010_c","flaaj_1890_d",0.991666666666667,120,1,1,1,1,1,NA,1,1
"flaaj",1890,"d",2010,"d","flaaj_2010_d","flaaj_1890_d",1,120,1,1,1,1,1,NA,1,1
"flaaj",1890,"d",2010,"e","flaaj_2010_e","flaaj_1890_d",0.975609756097561,120,1,1,1,1,1,NA,1,1
"flaaj",1890,"e",1930,"a","flaaj_1930_a","flaaj_1890_e",0.657142857142857,40,1,1,1,0.882352941176471,1,1,0.666666666666667,1
"flaaj",1890,"e",1930,"b","flaaj_1930_b","flaaj_1890_e",0.62,40,1,0.714285714285714,0.909090909090909,0.869565217391304,1,1,1,0.967741935483871
