name,glacier,dating,spot,date,time,lon,lat
explo_1850_a2,Exploradores,1850,A,06/02/2019,16:31,-73.15652,-46.50245
explo_1850_b2,Exploradores,1850,B,06/02/2019,16:05,-73.15435,-46.50278
explo_1850_c2,Exploradores,1850,C,06/02/2019,17:52,-73.16075,-46.5017
explo_1850_d2,Exploradores,1850,D,06/02/2019,16:45,-73.15736,-46.50249
explo_1850_a1,Exploradores,1850,D1,28/02/2018,11:40,-73.158021,-46.502037
explo_1850_b1,Exploradores,1850,D2,28/02/2018,11:45,-73.158424,-46.502134
explo_1850_c1,Exploradores,1850,D3,28/02/2018,11:55,-73.158424,-46.502134
explo_1850_d1,Exploradores,1850,D4,28/02/2018,12:02,-73.158535,-46.50219
explo_1850_e1,Exploradores,1850,D5,28/02/2018,12:12,-73.158628,-46.502199
explo_1850_e2,Exploradores,1850,E,06/02/2019,17:21,-73.15911,-46.50084
explo_1950_a2,Exploradores,1950,A,06/02/2019,9:33,-73.16974,-46.49505
explo_1950_a1,Exploradores,1950,A1,28/02/2018,14:00,-73.169774,-46.494986
explo_1950_b1,Exploradores,1950,A2,28/02/2018,14:10,-73.169944,-46.495079
explo_1950_c1,Exploradores,1950,A3,28/02/2018,14:18,-73.17035,-46.495014
explo_1950_d1,Exploradores,1950,A4,28/02/2018,14:22,-73.170539,-46.495111
explo_1950_e1,Exploradores,1950,A5,28/02/2018,14:30,-73.170616,-46.49519
explo_1950_b2,Exploradores,1950,B,06/02/2019,9:58,-73.16925,-46.49538
explo_1950_c2,Exploradores,1950,C,06/02/2019,10:20,-73.16885,-46.4952
explo_1950_d2,Exploradores,1950,D,06/02/2019,10:35,-73.16887,-46.49538
explo_1950_e2,Exploradores,1950,E,06/02/2019,10:52,-73.16895,-46.49558
explo_1997_a2,Exploradores,1997,A,06/02/2019,12:55,-73.16949,-46.49766
explo_1997_b2,Exploradores,1997,B,06/02/2019,12:40,-73.17,-46.49753
explo_1997_c2,Exploradores,1997,C,06/02/2019,12:20,-73.17071,-46.49717
explo_1997_d2,Exploradores,1997,D,06/02/2019,11:48,-73.17113,-46.49667
explo_1997_a1,Exploradores,1997,D1,28/02/2018,15:24,-73.171197,-46.497222
explo_1997_b1,Exploradores,1997,D2,28/02/2018,15:30,-73.171397,-46.49719
explo_1997_c1,Exploradores,1997,D3,28/02/2018,15:36,-73.171484,-46.497181
explo_1997_d1,Exploradores,1997,D4,28/02/2018,15:41,-73.17199,-46.497119
explo_1997_e1,Exploradores,1997,D5,28/02/2018,15:46,-73.172491,-46.496995
explo_1997_e2,Exploradores,1997,E,06/02/2019,12:07,-73.17226,-46.49721
ferdi_1900_a1,Ferdinandbreen,1900,A,15/07/2018,13:29,16.36014,78.71218
,Ferdinandbreen,1900,A,11/07/2019,14:08,16.35598,78.71368
ferdi_1900_b1,Ferdinandbreen,1900,B,15/07/2018,13:43,16.3761,78.71307
,Ferdinandbreen,1900,B,11/07/2019,14:21,16.3761,78.71307
ferdi_1900_c1,Ferdinandbreen,1900,C,15/07/2018,14:21,16.38813,78.71377
,Ferdinandbreen,1900,C,11/07/2019,16:31,16.40322,78.71458
ferdi_1900_d1,Ferdinandbreen,1900,D,15/07/2018,14:53,16.41141,78.71451
,Ferdinandbreen,1900,D,11/07/2019,16:42,16.41476,78.71452
ferdi_1900_e1,Ferdinandbreen,1900,E,15/07/2018,15:03,16.4177,78.71335
,Ferdinandbreen,1900,E,11/07/2019,16:53,16.41756,78.71339
ferdi_1960_a1,Ferdinandbreen,1960,A,15/07/2018,13:05,16.35234,78.71224
,Ferdinandbreen,1960,A,11/07/2019,13:50,16.34856,78.71255
ferdi_1960_b1,Ferdinandbreen,1960,B,15/07/2018,13:16,16.36018,78.7122
,Ferdinandbreen,1960,B,11/07/2019,14:42,16.36456,78.71236
ferdi_1960_c1,Ferdinandbreen,1960,C,15/07/2018,13:58,16.3756,78.71324
,Ferdinandbreen,1960,C,11/07/2019,15:58,16.37997,78.71228
ferdi_1960_d1,Ferdinandbreen,1960,D,15/07/2018,14:31,16.39017,78.71306
,Ferdinandbreen,1960,D,11/07/2019,15:50,16.38546,78.71252
ferdi_1960_e1,Ferdinandbreen,1960,E,15/07/2018,14:40,16.38961,78.71303
,Ferdinandbreen,1960,E,11/07/2019,16:15,16.39402,78.71243
ferdi_1990_a1,Ferdinandbreen,1990,A,15/07/2018,10:12,16.35556,78.71044
,Ferdinandbreen,1990,A,11/07/2019,11:07,16.35658,78.71081
ferdi_1990_b1,Ferdinandbreen,1990,B,15/07/2018,10:18,16.35597,78.71059
,Ferdinandbreen,1990,B,11/07/2019,11:18,16.35631,78.71058
ferdi_1990_c1,Ferdinandbreen,1990,C,15/07/2018,10:35,16.35571,78.71059
,Ferdinandbreen,1990,C,11/07/2019,11:18,16.35592,78.71059
ferdi_1990_d1,Ferdinandbreen,1990,D,15/07/2018,12:38,16.35087,78.71157
,Ferdinandbreen,1990,D,11/07/2019,11:45,16.35511,78.71027
ferdi_1990_e1,Ferdinandbreen,1990,E,15/07/2018,12:50,16.34805,78.71218
,Ferdinandbreen,1990,E,11/07/2019,11:57,16.35396,78.70973
ferdi_2009_a1,Ferdinandbreen,2009,A,15/07/2018,11:45,16.33987,78.71172
,Ferdinandbreen,2009,A,11/07/2019,13:01,16.34013,78.71175
ferdi_2009_b1,Ferdinandbreen,2009,B,15/07/2018,11:58,16.341909,78.711555
,Ferdinandbreen,2009,B,11/07/2019,12:53,16.34214,78.71149
ferdi_2009_c1,Ferdinandbreen,2009,C,15/07/2018,12:13,16.34403,78.71128
,Ferdinandbreen,2009,C,11/07/2019,12:46,16.34369,78.71125
ferdi_2009_d1,Ferdinandbreen,2009,D,15/07/2018,12:21,16.345849,78.71117
,Ferdinandbreen,2009,D,11/07/2019,12:36,16.34585,78.7112
ferdi_2009_e1,Ferdinandbreen,2009,E,15/07/2018,12:28,16.34755,78.71109
,Ferdinandbreen,2009,E,11/07/2019,12:28,16.34697,78.71117
flaaj_1890_a1,Fláajökull,1890,A,2019-07-13,18:22,-15.553984,64.31473
flaaj_1890_b1,Fláajökull,1890,B,2019-07-13,18:28,-15.553427,64.314563
flaaj_1890_c1,Fláajökull,1890,C,2019-07-13,18:37,-15.5525,64.314459
flaaj_1890_d1,Fláajökull,1890,D,2019-07-13,18:43,-15.551819,64.314542
flaaj_1890_e1,Fláajökull,1890,E,2019-07-13,18:49,-15.551036,64.314539
flaaj_1930_a1,Fláajökull,1930,A,2019-07-13,17:28,-15.560776,64.318851
flaaj_1930_b1,Fláajökull,1930,B,2019-07-13,17:38,-15.560189,64.318717
flaaj_1930_c1,Fláajökull,1930,C,2019-07-13,17:44,-15.559815,64.318456
flaaj_1930_d1,Fláajökull,1930,D,2019-07-13,17:52,-15.559562,64.318211
flaaj_1930_e1,Fláajökull,1930,E,2019-07-13,17:59,-15.559253,64.317934
flaaj_1945_a1,Fláajökull,1945,A,2019-07-14,13:21,-15.526604,64.334501
flaaj_1945_b1,Fláajökull,1945,B,2019-07-14,13:34,-15.52701,64.334042
flaaj_1945_c1,Fláajökull,1945,C,2019-07-14,13:40,-15.527837,64.333685
flaaj_1945_d1,Fláajökull,1945,D,2019-07-14,13:50,-15.528562,64.333302
flaaj_1945_e1,Fláajökull,1945,E,2019-07-14,14:02,-15.528432,64.332681
flaaj_1989_a1,Fláajökull,1989,A,2019-07-14,12:26,-15.534569,64.337465
flaaj_1989_b1,Fláajökull,1989,B,2019-07-14,12:35,-15.53475,64.337693
flaaj_1989_c1,Fláajökull,1989,C,2019-07-14,12:44,-15.53511,64.337928
flaaj_1989_d1,Fláajökull,1989,D,2019-07-14,12:52,-15.534737,64.337235
flaaj_1989_e1,Fláajökull,1989,E,2019-07-14,12:57,-15.535059,64.337085
flaaj_2010_a1,Fláajökull,2010,A,2019-07-14,11:19,-15.540039,64.337915
flaaj_2010_b1,Fláajökull,2010,B,2019-07-14,11:29,-15.540025,64.338098
flaaj_2010_c1,Fláajökull,2010,C,2019-07-14,11:36,-15.540132,64.338276
flaaj_2010_d1,Fláajökull,2010,D,2019-07-14,11:41,-15.540311,64.338443
flaaj_2010_e1,Fláajökull,2010,E,2019-07-14,11:49,-15.540407,64.338606
forni_1875_a1,Forni,1875,A,12/08/2016,8:33,10.557603,46.418727
forni_1875_b1,Forni,1875,B,12/08/2016,8:37,10.55755,46.418453
forni_1875_c1,Forni,1875,C,12/08/2016,8:42,10.558215,46.418108
forni_1875_d1,Forni,1875,D,12/08/2016,14:45,10.558289,46.417936
forni_1875_e1,Forni,1875,E,12/08/2016,14:51,10.557802,46.418269
forni_1904_a1,Forni,1904,A,11/08/2016,15:32,10.585108,46.410601
forni_1904_b1,Forni,1904,B,11/08/2016,15:41,10.585067,46.410963
forni_1904_c1,Forni,1904,C,12/08/2016,10:05,10.565445,46.419476
forni_1904_d1,Forni,1904,D,12/08/2016,10:12,10.565369,46.41917
forni_1904_e1,Forni,1904,E,12/08/2016,10:18,10.566039,46.419871
forni_1926_a1,Forni,1926,A,12/08/2016,11:00,10.568599,46.418971
forni_1926_b1,Forni,1926,B,12/08/2016,11:07,10.5684,46.418812
forni_1926_c1,Forni,1926,C,12/08/2016,11:10,10.568518,46.418572
forni_1926_d1,Forni,1926,D,12/08/2016,11:18,10.568403,46.418449
forni_1926_e1,Forni,1926,E,12/08/2016,11:23,10.568246,46.418222
forni_1943_a1,Forni,1943,A,12/08/2016,11:41,10.574252,46.416993
forni_1943_b1,Forni,1943,B,12/08/2016,11:49,10.574315,46.417084
forni_1943_c1,Forni,1943,C,12/08/2016,11:54,10.574149,46.416869
forni_1943_d1,Forni,1943,D,12/08/2016,11:57,10.573996,46.4166
forni_1943_e1,Forni,1943,E,12/08/2016,12:07,10.573812,46.416239
forni_1953_a1,Forni,1953,A,12/08/2016,12:27,10.579849,46.41269
forni_1953_b1,Forni,1953,B,12/08/2016,12:39,10.57975,46.412596
forni_1953_c1,Forni,1953,C,12/08/2016,12:47,10.579645,46.412436
forni_1953_d1,Forni,1953,D,12/08/2016,12:56,10.579125,46.41219
forni_1953_e1,Forni,1953,E,12/08/2016,13:02,10.579419,46.412402
forni_1980_a1,Forni,1980,A,12/08/2016,13:44,10.580111,46.409354
forni_1980_b1,Forni,1980,B,12/08/2016,13:53,10.580051,46.409325
forni_1980_c1,Forni,1980,C,12/08/2016,13:55,10.580008,46.409313
forni_1980_d1,Forni,1980,D,12/08/2016,14:01,10.579967,46.409279
forni_1980_e1,Forni,1980,E,12/08/2016,14:03,10.579903,46.409245
forni_1998_a1,Forni,1998,A,11/08/2016,14:45,10.585195,46.406943
forni_1998_b1,Forni,1998,B,11/08/2016,14:55,10.585068,46.406847
forni_1998_c1,Forni,1998,C,11/08/2016,14:59,10.584728,46.406954
forni_1998_d1,Forni,1998,D,11/08/2016,15:07,10.584391,46.406891
forni_1998_e1,Forni,1998,E,11/08/2016,15:10,10.583999,46.406706
forni_1999_a1,Forni,1999,A,23/07/2018,15:05,10.58461,46.40664
forni_1999_b1,Forni,1999,B,23/07/2018,15:07,10.58451,46.40665
forni_1999_c1,Forni,1999,C,23/07/2018,15:12,10.58435,46.40658
forni_2001_a1,Forni,2001,A,23/07/2018,14:55,10.5848,46.40613
forni_2001_b1,Forni,2001,B,23/07/2018,14:48,10.58455,46.40614
forni_2001_c1,Forni,2001,C,23/07/2018,14:52,10.58446,46.40598
forni_2003_a1,Forni,2003,A,23/07/2018,14:35,10.58483,46.4058
forni_2003_b1,Forni,2003,B,23/07/2018,14:24,10.58476,46.40578
forni_2003_c1,Forni,2003,C,23/07/2018,14:20,10.58461,46.40574
forni_2005_a1,Forni,2005,A,23/07/2018,14:02,10.58512,46.4052
forni_2005_b1,Forni,2005,B,23/07/2018,14:10,10.58496,46.40513
forni_2005_c1,Forni,2005,C,23/07/2018,14:14,10.58481,46.40516
forni_2007_a1,Forni,2007,A,23/07/2018,13:47,10.58512,46.40491
forni_2007_b1,Forni,2007,B,23/07/2018,13:53,10.5851,46.40492
forni_2007_c1,Forni,2007,C,23/07/2018,13:56,10.58488,46.40482
forni_2009_a1,Forni,2009,A,23/07/2018,13:34,10.5849,46.40474
forni_2009_b1,Forni,2009,B,23/07/2018,13:39,10.58501,46.40477
forni_2009_c1,Forni,2009,C,23/07/2018,13:41,10.58507,46.40479
forni_2011_a1,Forni,2011,A,23/07/2018,13:22,10.58521,46.40468
forni_2011_b1,Forni,2011,B,23/07/2018,13:25,10.58503,46.40461
forni_2011_c1,Forni,2011,C,23/07/2018,13:29,10.58496,46.40463
forni_2013_a1,Forni,2013,A,23/07/2018,13:07,10.58547,46.40468
forni_2013_b1,Forni,2013,B,23/07/2018,13:12,10.58556,46.40466
forni_2013_c1,Forni,2013,C,23/07/2018,13:14,10.58566,46.40466
forni_2015_a1,Forni,2015,A,23/07/2018,12:53,10.58517,46.40368
forni_2015_b1,Forni,2015,B,23/07/2018,12:57,10.5853,46.40377
forni_2015_c1,Forni,2015,C,23/07/2018,13:00,10.58541,46.40377
forni_2017_a1,Forni,2017,A,23/07/2018,12:33,10.58549,46.40311
forni_2017_b1,Forni,2017,B,23/07/2018,12:39,10.58549,46.40306
forni_2017_c1,Forni,2017,C,23/07/2018,12:46,10.58575,46.4031
forni_supr_a1,Forni,Supraglacial,A,23/07/2018,10:47,10.58442,46.39971
forni_supr_b1,Forni,Supraglacial,B,23/07/2018,10:49,10.58468,46.3998
forni_supr_c1,Forni,Supraglacial,C,23/07/2018,10:55,10.58483,46.39981
forni_supr_d1,Forni,Supraglacial,D,23/07/2018,11:01,10.58522,46.39998
forni_supr_e1,Forni,Supraglacial,E,2018-07-23,11:05,10.58447,46.40005
frajo_1500_a1,Franz Joseph,1500, A,2020-03-01, 14:45,170.1779524,-43.41489057
frajo_1500_b1,Franz Joseph,1500, B,2020-03-01, 15:09,170.1777891,-43.41494957
frajo_1500_c1,Franz Joseph,1500, C,2020-03-01, 15:34,170.1773291,-43.41474913
frajo_1500_d1,Franz Joseph,1500, D,2020-03-01, 15:59,170.1770111,-43.41494836
frajo_1500_e1,Franz Joseph,1500, E,2020-03-01, 16:22,170.1769504,-43.41518996
frajo_1800_a1,Franz Joseph,1800, A,2020-02-29, 16:24,170.170025,-43.41855715
frajo_1800_b1,Franz Joseph,1800, B,2020-02-29, 16:45,170.1698311,-43.41874143
frajo_1800_c1,Franz Joseph,1800, C,2020-02-29, 17:03,170.1696339,-43.41899765
frajo_1800_d1,Franz Joseph,1800, D,2020-02-29, 17:31,170.1691503,-43.41930081
frajo_1800_e1,Franz Joseph,1800, E,2020-02-29, 17:54,170.168817,-43.41956266
frajo_1893_a1,Franz Joseph,1893, A,2020-02-29, 10:04,170.1674664,-43.42574182
frajo_1893_b1,Franz Joseph,1893, B,2020-02-29, 10:32,170.1675676,-43.4256903
frajo_1893_c1,Franz Joseph,1893, C,2020-02-29, 10:53,170.1674218,-43.42590278
frajo_1893_d1,Franz Joseph,1893, D,2020-02-29, 11:34,170.1674019,-43.42606436
frajo_1893_e1,Franz Joseph,1893, E,2020-02-29, 11:56,170.1675351,-43.42612168
frajo_1934_a1,Franz Joseph,1934, A,2020-02-29, 13:30,170.1684202,-43.42753921
frajo_1934_b1,Franz Joseph,1934, B,2020-02-29, 14:03,170.1685154,-43.42735249
frajo_1934_c1,Franz Joseph,1934, C,2020-02-29, 14:21,170.1688145,-43.42729687
frajo_1934_d1,Franz Joseph,1934, D,2020-02-29, 14:48,170.1684293,-43.42708024
frajo_1934_e1,Franz Joseph,1934, E,2020-02-29, 15:00,170.1686495,-43.4268606
frajo_1958_a1,Franz Joseph,1958, A,2020-03-01, 10:55,170.1709978,-43.43956009
frajo_1958_b1,Franz Joseph,1958, B,2020-03-01, 11:05,170.1708986,-43.43956664
frajo_1958_c1,Franz Joseph,1958, C,2020-03-01, 11:25,170.1707275,-43.43952638
frajo_1958_d1,Franz Joseph,1958, D,2020-03-01, 11:40,170.1707769,-43.43952761
frajo_1958_e1,Franz Joseph,1958, E,01/03/2020, 12:00,170.1704279,-43.439591
gango_1780_a1,Gangotri,1780,A,10/10/2019,15:49,79.064015,30.941391
gango_1780_b1,Gangotri,1780,B,10/10/2019,16:00,79.063808,30.941485
gango_1780_c1,Gangotri,1780,C,10/10/2019,16:10,79.06352,30.941463
gango_1780_d1,Gangotri,1780,D,10/10/2019,16:17,79.063273,30.94148
gango_1780_e1,Gangotri,1780,E,10/10/2019,16:24,79.063031,30.941512
gango_1817_a1,Gangotri,1817,A,10/10/2019,16:35,79.062802,30.940919
gango_1817_b1,Gangotri,1817,B,10/10/2019,16:41,79.063039,30.940959
gango_1817_c1,Gangotri,1817,C,10/10/2019,16:48,79.063217,30.9409
gango_1817_d1,Gangotri,1817,D,10/10/2019,16:54,79.063487,30.940874
gango_1817_e1,Gangotri,1817,E,10/10/2019,17:00,79.063821,30.940818
gango_1849_a1,Gangotri,1849,A,11/10/2019,12:03,79.06517,30.940231
gango_1849_b1,Gangotri,1849,B,11/10/2019,12:12,79.065043,30.940068
gango_1849_c1,Gangotri,1849,C,11/10/2019,12:20,79.064995,30.939906
gango_1849_d1,Gangotri,1849,D,11/10/2019,12:28,79.065146,30.939842
gango_1849_e1,Gangotri,1849,E,11/10/2019,12:39,79.064928,30.939643
gango_1935_a1,Gangotri,1935,A,11/10/2019,11:15,79.070879,30.935431
gango_1935_b1,Gangotri,1935,B,11/10/2019,11:20,79.070661,30.935579
gango_1935_c1,Gangotri,1935,C,11/10/2019,11:25,79.070422,30.935771
gango_1935_d1,Gangotri,1935,D,11/10/2019,11:32,79.070153,30.935879
gango_1935_e1,Gangotri,1935,E,11/10/2019,11:38,79.069779,30.935846
gango_1965_a1,Gangotri,1965,A,11/10/2019,10:10,79.074268,30.933502
gango_1965_b1,Gangotri,1965,B,11/10/2019,10:15,79.074227,30.933343
gango_1965_c1,Gangotri,1965,C,11/10/2019,10:25,79.074084,30.933359
gango_1965_d1,Gangotri,1965,D,11/10/2019,10:32,79.074013,30.933205
gango_1965_e1,Gangotri,1965,E,11/10/2019,10:38,79.074042,30.933007
,Gangotri,1980,,11/10/2019,9:36,79.07626,30.931344
,Gangotri,2006,,11/10/2019,9:00,,
gblno_1850_a1,Glacier Blanc-Noir,1850,A,20/09/2016,13:51,6.414017,44.919849
gblno_1850_b1,Glacier Blanc-Noir,1850,B,20/09/2016,14:00,6.414184,44.919968
gblno_1850_c1,Glacier Blanc-Noir,1850,C,20/09/2016,14:08,6.414255,44.920048
gblno_1850_d1,Glacier Blanc-Noir,1850,D,20/09/2016,14:11,6.414222,44.919996
gblno_1850_e1,Glacier Blanc-Noir,1850,E,20/09/2016,14:24,6.414051,44.919947
gblno_1880_a1,Glacier Blanc-Noir,1880,A,19/09/2016,15:21,6.410356,44.922381
gblno_1880_b1,Glacier Blanc-Noir,1880,B,19/09/2016,15:33,6.41043,44.922402
gblno_1880_c1,Glacier Blanc-Noir,1880,C,19/09/2016,15:40,6.410612,44.92241
gblno_1880_d1,Glacier Blanc-Noir,1880,D,19/09/2016,16:02,6.410545,44.92154
gblno_1880_e1,Glacier Blanc-Noir,1880,E,19/09/2016,16:12,6.410576,44.921497
gblno_1950_a1,Glacier Blanc-Noir,1950,A,19/09/2016,14:19,6.399287,44.92203
gblno_1950_b1,Glacier Blanc-Noir,1950,B,19/09/2016,14:26,6.399738,44.921998
gblno_1950_c1,Glacier Blanc-Noir,1950,C,19/09/2016,14:33,6.400533,44.922133
gblno_1950_d1,Glacier Blanc-Noir,1950,D,19/09/2016,14:41,6.400727,44.922041
gblno_1950_e1,Glacier Blanc-Noir,1950,E,19/09/2016,14:46,6.400858,44.921998
gblno_1952_a1,Glacier Blanc-Noir,1952,A,20/09/2016,11:34,6.410013,44.930266
gblno_1952_b1,Glacier Blanc-Noir,1952,B,20/09/2016,11:42,6.410096,44.930301
gblno_1952_c1,Glacier Blanc-Noir,1952,C,20/09/2016,11:48,6.410213,44.93038
gblno_1952_d1,Glacier Blanc-Noir,1952,D,20/09/2016,11:53,6.410351,44.930386
gblno_1952_e1,Glacier Blanc-Noir,1952,E,20/09/2016,11:58,6.410547,44.930379
gblno_1981_a1,Glacier Blanc-Noir,1981,A,20/09/2016,9:41,6.409735,44.935374
gblno_1981_b1,Glacier Blanc-Noir,1981,B,20/09/2016,10:01,6.409888,44.934876
gblno_1981_c1,Glacier Blanc-Noir,1981,C,20/09/2016,12:10,6.410179,44.931736
gblno_1981_d1,Glacier Blanc-Noir,1981,D,20/09/2016,12:25,6.40974,44.931552
gblno_1981_e1,Glacier Blanc-Noir,1981,E,20/09/2016,12:38,6.409518,44.931445
gblno_1990_a1,Glacier Blanc-Noir,1990,A,20/09/2016,8:02,6.409043,44.933884
gblno_1990_b1,Glacier Blanc-Noir,1990,B,20/09/2016,8:13,6.408902,44.934047
gblno_1990_c1,Glacier Blanc-Noir,1990,C,20/09/2016,8:17,6.408885,44.934075
gblno_1990_d1,Glacier Blanc-Noir,1990,D,20/09/2016,8:24,6.408691,44.934257
gblno_1990_e1,Glacier Blanc-Noir,1990,E,20/09/2016,8:37,6.408753,44.934359
gblno_2000_a1,Glacier Blanc-Noir,2000,A,19/09/2016,13:38,6.397076,44.920544
gblno_2000_b1,Glacier Blanc-Noir,2000,B,19/09/2016,13:44,6.397028,44.920638
gblno_2000_c1,Glacier Blanc-Noir,2000,C,19/09/2016,13:48,6.396992,44.920666
gblno_2000_d1,Glacier Blanc-Noir,2000,D,19/09/2016,13:53,6.396891,44.920729
gblno_2000_e1,Glacier Blanc-Noir,2000,E,19/09/2016,14:02,6.396801,44.920847
gblno_2002_a1,Glacier Blanc-Noir,2002,A,20/09/2016,8:48,6.407822,44.934632
gblno_2002_b1,Glacier Blanc-Noir,2002,B,20/09/2016,8:55,6.408092,44.934419
gblno_2002_c1,Glacier Blanc-Noir,2002,C,20/09/2016,9:01,6.408062,44.934222
gblno_2002_d1,Glacier Blanc-Noir,2002,D,20/09/2016,9:10,6.408099,44.933911
gblno_2002_e1,Glacier Blanc-Noir,2002,E,20/09/2016,9:16,6.40771,44.933749
gebro_1850_a1,Glacier de Gébroulaz,1850,A,2019-08-06,,6.624159,45.317981
gebro_1850_b1,Glacier de Gébroulaz,1850,B,2019-08-06,,6.624541,45.31892
gebro_1850_c1,Glacier de Gébroulaz,1850,C,2019-08-06,,6.624054,45.319657
gebro_1850_d1,Glacier de Gébroulaz,1850,D,2019-08-06,,6.62432,45.320314
gebro_1850_e1,Glacier de Gébroulaz,1850,E,2019-08-06,,6.624057,45.32156
gebro_1985_a1,Glacier de Gébroulaz,1985,A,2019-08-06,,6.629879,45.305587
gebro_1985_b1,Glacier de Gébroulaz,1985,B,2019-08-06,,6.629625,45.306087
gebro_1985_c1,Glacier de Gébroulaz,1985,C,2019-08-06,,6.629051,45.306985
gebro_1985_d1,Glacier de Gébroulaz,1985,D,2019-08-06,,6.626455,45.310115
gebro_1985_e1,Glacier de Gébroulaz,1985,E,2019-08-06,,6.62342,45.311262
gebro_2003_a1,Glacier de Gébroulaz,2003,A,2019-08-06,,6.629752,45.304785
gebro_2003_b1,Glacier de Gébroulaz,2003,B,2019-08-06,,6.628718,45.306662
gebro_2003_c1,Glacier de Gébroulaz,2003,C,2019-08-06,,6.628307,45.307045
gebro_2003_d1,Glacier de Gébroulaz,2003,D,2019-08-06,,6.62458,45.310168
gebro_2003_e1,Glacier de Gébroulaz,2003,E,2019-08-06,,6.625277,45.30976
gebro_2008_a1,Glacier de Gébroulaz,2008,A,2019-08-06,,6.629376,45.304215
gebro_2008_b1,Glacier de Gébroulaz,2008,B,2019-08-06,,6.628865,45.304777
gebro_2008_c1,Glacier de Gébroulaz,2008,C,2019-08-06,,6.62805,45.30622
gebro_2008_d1,Glacier de Gébroulaz,2008,D,2019-08-06,,6.62534,45.309263
gebro_2008_e1,Glacier de Gébroulaz,2008,E,2019-08-06,,6.62419,45.310134
nanti_1850_a1,Glacier de Nantillons,1850,A,04/07/2018,12:40,6.904819,45.913341
nanti_1850_b1,Glacier de Nantillons,1850,B,04/07/2018,13:20,6.905178,45.913172
nanti_1850_c1,Glacier de Nantillons,1850,C,04/07/2018,16:18,6.90159,45.912902
nanti_1850_d1,Glacier de Nantillons,1850,D,04/07/2018,16:33,6.90121,45.912948
nanti_1850_e1,Glacier de Nantillons,1850,E,04/07/2018,16:40,6.901003,45.913072
nanti_1925_a1,Glacier de Nantillons,1925,A,04/07/2018,14:00,6.905026,45.913107
nanti_1925_b1,Glacier de Nantillons,1925,B,04/07/2018,14:20,6.904712,45.913245
nanti_1925_c1,Glacier de Nantillons,1925,C,04/07/2018,16:00,6.902426,45.912406
nanti_1925_d1,Glacier de Nantillons,1925,D,04/07/2018,16:10,6.902494,45.912567
nanti_1925_e1,Glacier de Nantillons,1925,E,04/07/2018,16:12,6.902686,45.91288
nanti_1989_a1,Glacier de Nantillons,1989,A,04/07/2018,14:40,6.905028,45.912087
nanti_1989_b1,Glacier de Nantillons,1989,B,04/07/2018,14:56,6.904799,45.911642
nanti_1989_c1,Glacier de Nantillons,1989,C,04/07/2018,15:06,6.904695,45.911585
nanti_1989_d1,Glacier de Nantillons,1989,D,04/07/2018,15:12,6.904735,45.911502
nanti_1989_e1,Glacier de Nantillons,1989,E,04/07/2018,15:43,6.904311,45.911228
peler_1850_a1,Glacier des Pélerins,1850,A,2019-07-08,,6.880107,45.898129
peler_1850_b1,Glacier des Pélerins,1850,B,2019-07-08,,6.880324,45.898346
peler_1850_c1,Glacier des Pélerins,1850,C,2019-07-08,,6.88015,45.89837
peler_1850_d1,Glacier des Pélerins,1850,D,2019-07-08,,6.880382,45.898364
peler_1850_e1,Glacier des Pélerins,1850,E,2019-07-08,,6.880147,45.898144
peler_1985_a1,Glacier des Pélerins,1985,A,2019-07-08,,6.882745,45.897377
peler_1985_b1,Glacier des Pélerins,1985,B,2019-07-08,,6.882631,45.897244
peler_1985_c1,Glacier des Pélerins,1985,C,2019-07-08,,6.882777,45.897373
peler_1985_d1,Glacier des Pélerins,1985,D,2019-07-08,,6.882705,45.897492
peler_1985_e1,Glacier des Pélerins,1985,E,2019-07-08,,6.882768,45.897451
peler_2003_a1,Glacier des Pélerins,2003,A,2019-07-09,,6.88344,45.89764
peler_2003_b1,Glacier des Pélerins,2003,B,2019-07-09,,6.88325,45.89748
peler_2003_c1,Glacier des Pélerins,2003,C,2019-07-09,,6.88299,45.89716
peler_2003_d1,Glacier des Pélerins,2003,D,2019-07-09,,6.88285,45.89691
peler_2003_e1,Glacier des Pélerins,2003,E,2019-07-09,,6.88257,45.8966
peler_2008_a1,Glacier des Pélerins,2008,A,2019-07-09,,6.88444,45.89586
peler_2008_b1,Glacier des Pélerins,2008,B,2019-07-09,,6.88392,45.89637
peler_2008_c1,Glacier des Pélerins,2008,C,2019-07-09,,6.88423,45.89678
peler_2008_d1,Glacier des Pélerins,2008,D,2019-07-09,,6.88468,45.89684
peler_2008_e1,Glacier des Pélerins,2008,E,2019-07-09,,6.88487,45.89676
estel_1850_a1,Glacier d'Estellette,1850,A,05/07/2018,12:25,6.82752,45.76843
estel_1850_a2,Glacier d'Estellette,1850,A,05/07/2018,12:25,6.82752,45.76843
estel_1850_b1,Glacier d'Estellette,1850,B,05/07/2018,12:35,6.82834,45.76858
estel_1850_b2,Glacier d'Estellette,1850,B,05/07/2018,12:35,6.82834,45.76858
estel_1850_c1,Glacier d'Estellette,1850,C,05/07/2018,13:07,6.83005,45.76646
estel_1850_c2,Glacier d'Estellette,1850,C,05/07/2018,13:07,6.83005,45.76646
estel_1850_d1,Glacier d'Estellette,1850,D,05/07/2018,13:17,6.83051,45.76655
estel_1850_d2,Glacier d'Estellette,1850,D,05/07/2018,13:17,6.83051,45.76655
