Glacier	uniqPlot	Year	Plot	lon	lat	sper.q1	bact.q1	coll.q1	olig.q1	inse.q1	euka.uni.q1	euka.ani.q1	fung.q1	sper.q0	bact.q0	coll.q0	olig.q0	inse.q0	euka.uni.q0	euka.ani.q0	fung.q0	glacier	time	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ndvi	twi	meanT_new								
odenw	odenw_1931_d	1931	d	12.63486	47.1278	4.021807373	36.07895073	4.47987888	2.394400574	4.836677652	3.765782223	8.114695429	11.03565102	6	44	6	4	12	4	9	36	Odenwinkelkees	87	6.25	0.9624	0.0744	21.00568932	6.25	-2.472187877	3.044793321	4.465908119	0.385653948	11.35002118	7.864769518								
odenw	odenw_1931_e	1931	e	12.634446	47.127752	3.844560585	73.05975924	1.998579854	1.020968042	3.704970391	1	3.287046551	11.44918008	4	101	2	2	9	0	5	37	Odenwinkelkees	87	5.8	0.3768	0.0335	282.5732757	5.8	-3.134994341	5.6439379	4.465908119	0.541543044	11.6444975	7.84514461								
odenw	odenw_1969_a	1969	a	12.637817	47.124406	4.30082697	95.81069644	1.952428202	1.980138775	4.394116506	1	1	33.69674196	12	126	4	2	11	0	0	79	Odenwinkelkees	49	7.1	0.387562513	0	1776.027943	7.1	-4.605170186	7.482134657	3.891820298	0.30257743	14.33134736	7.2816782								
odenw	odenw_1969_b	1969	b	12.6381	47.124292	6.678139913	14.44703489	1.989773088	2.12279268	4.860249525	2.997640595	6.406642596	25.86386783	11	16	2	4	11	3	7	104	Odenwinkelkees	49	6.98	0.64363414	0	4154.860913	6.98	-4.605170186	8.332034232	3.891820298	0.424485773	13.66531812	7.28951023								
odenw	odenw_1985_a	1985	a	12.639729	47.12209	2.235169077	82.86151875	2.942533994	2.1133486	6.323853246	2.286684541	5.35171992	19.93765937	7	153	5	5	10	3	8	47	Odenwinkelkees	33	6.43	0.6967	0.05	334.1923821	6.43	-2.813410717	5.811716822	3.496507561	0.193372225	10.28805055	6.432070037								
odenw	odenw_1985_b	1985	b	12.639604	47.122216	3.516578205	67.71713532	3.853637649	2.783158427	4.462938684	8.455410245	11.00504167	51.87539113	11	100	6	3	11	9	15	130	Odenwinkelkees	33	7.43	0.2704	0	1493.17261	7.43	-4.605170186	7.308658403	3.496507561	0.231741371	10.89520199	6.63297981								
odenw	odenw_1985_c	1985	c	12.639469	47.122357	2.578587892	19.50269981	3.82569537	1.989307967	3.374195456	1	1	27.51945751	8	24	4	2	6	1	1	74	Odenwinkelkees	33	6.56	0.1609	0	1296.649044	6.56	-4.605170186	7.167538557	3.496507561	0.309137464	10.89520199	6.63297981								
odenw	odenw_1985_d	1985	d	12.639358	47.12255	4.947987767	17.04266784	1	1.098101536	3.149579993	1	1.733383924	32.6365319	10	22	1	2	5	0	2	91	Odenwinkelkees	33	6.36	0.2445	0	1517.350692	6.36	-4.605170186	7.324721127	3.496507561	0.32492905	10.71089946	6.682392259								
odenw	odenw_1985_e	1985	e	12.639175	47.122639	2.818840847	57.54061691	1.976090273	1.926898333	4.284508594	8.911338321	11.08869846	7.248470548	4	85	2	2	9	10	15	29	Odenwinkelkees	33	6.34	0.78106308	0	1603.492543	6.34	-4.605170186	7.379939369	3.496507561	0.327479339	11.48313389	6.725718816								
odenw	odenw_2008_a	2008	a	12.640133	47.120836	3.099253695	56.51253663	1	1	1.28559541	6.834246623	8.382266829	10.12878965	4	73	1	0	2	12	13	62	Odenwinkelkees	10	7.67	0.0862	0	1160.749093	7.67	-4.605170186	7.056820845	2.302585093	0.130463211	13.38616087	7.989161325								
odenw	odenw_2008_b	2008	b	12.639764	47.120939	3.039342396	94.37937213	1	1	1.907594624	2.538982153	6.626178992	12.57189824	6	152	0	0	2	3	8	19	Odenwinkelkees	10	7.7	0.1732	0	904.8183268	7.7	-4.605170186	6.80773418	2.302585093	0.118229587	13.38616087	7.989161325								
odenw	odenw_2008_c	2008	c	12.639547	47.120939	1	83.78216928	1	1	1.209871121	1	1	11.99705337	1	124	0	1	3	0	0	37	Odenwinkelkees	10	7.74	0.0792	0	1314.116559	7.74	-4.605170186	7.180919901	2.302585093	0.117847385	14.86807299	7.969238305								
odenw	odenw_2008_d	2008	d	12.639435	47.121	2.98566344	73.48876822	1	1	1.987201039	7.769386434	8.35240118	22.23661314	5	114	0	0	2	11	11	46	Odenwinkelkees	10	7.65	0.1636	0	1649.482718	7.65	-4.605170186	7.408217014	2.302585093	0.109311003	14.86807299	7.969238305								
odenw	odenw_2008_e	2008	e	12.63938	47.121164	2.199741459	29.10172898	1	1	1.743820472	8.175148199	1	20.83503345	5	42	0	0	3	10	1	50	Odenwinkelkees	10	7.42	0.1214	0	931.2886153	7.42	-4.605170186	6.836569235	2.302585093	0.081494741	14.13069856	8.094643378								
oriza	oriza_1825_b	1825	b	-97.269346	19.053873	1	11.78422345	1.292452733	1	1.542688293	5.963697344	8.435797693	29.34805744	1	18	5	1	6	8	11	75	Pico de Orizaba	195	6.09	0.702499986	0.048135586	20427.02259	6.09	-2.844977305	9.92461394	5.272999559	0.108903334	12.13571087	10.32983859								
oriza	oriza_1825_c	1825	c	-97.269148	19.053949	1.666825176	17.00881065	3.64175774	1	2.017482469	5.907472401	3.840575466	23.47297606	3	20	6	1	6	10	8	51	Pico de Orizaba	195	6.25	0.375822425	0	26627.86069	6.25	-4.605170186	10.18971334	5.272999559	0.137331744	12.13571087	10.32983859								
oriza	oriza_1825_e	1825	e	-97.268633	19.053569	2.568457913	24.27751369	2.908936391	1	3.428039094	4.432642229	6.081913198	33.31896548	7	40	4	1	7	5	8	79	Pico de Orizaba	195	6.01	0.742532134	0	19619.93634	6.01	-4.605170186	9.884301488	5.272999559	0.127405093	12.61345778	10.34394252								
oriza	oriza_1875_b	1875	b	-97.270118	19.052514	1	21.1373259	2.898130729	1	2.269009006	7.964563202	8.601133458	43.91060633	1	36	4	0	5	13	13	98	Pico de Orizaba	145	5.92	0.880086303	0.065398544	22720.79717	5.92	-2.584967314	10.03103596	4.976733742	0.076517925	12.77391629	9.973361731								
oriza	oriza_1875_e	1875	e	-97.269761	19.052211	1	15.14562	1.436106911	1	1.508033889	3.60564633	1	23.76820121	1	21	2	0	4	4	1	55	Pico de Orizaba	145	5.78	0.689002931	0	22129.66233	5.78	-4.605170186	10.00467417	4.976733742	0.097433841	12.20510608	9.818631371								
oriza	oriza_1945_a	1945	a	-97.270694	19.050031	1.233158167	9.993657109	3.085441879	1.094259289	2.995467644	3.253754647	2.560948863	24.39552856	3	16	4	2	6	5	3	48	Pico de Orizaba	75	6.03	0.665972054	0.0563921	18605.44741	6.03	-2.71217721	9.831209688	4.317488114	0.116076505	12.50584215	9.099731406								
oriza	oriza_1945_b	1945	b	-97.27087	19.050194	2.042749164	19.6576029	1.529408839	1	1.193147113	6.984760373	5.042355943	34.3297141	3	29	4	0	4	9	6	66	Pico de Orizaba	75	6.15	0.33730644	0	18564.5672	6.15	-4.605170186	9.829010053	4.317488114	0.092605522	11.71764189	9.146122217								
oriza	oriza_1945_c	1945	c	-97.271072	19.050215	2.85984219	10.69156089	1.025753361	1	1.063998229	3.745393901	5.887949496	26.59614241	3	18	2	0	3	5	7	56	Pico de Orizaba	75	6.1	0.209093958	0	18015.18649	6.1	-4.605170186	9.798970375	4.317488114	0.086647284	11.71764189	9.146122217								
oriza	oriza_1945_d	1945	d	-97.271283	19.050243	1.817989523	17.86575366	1	1	2.405355357	4.869798128	2.573865349	11.71380816	3	34	0	0	4	7	4	27	Pico de Orizaba	75	6.03	0.033901475	0	11873.60745	6.03	-4.605170186	9.382073355	4.317488114	0.086051312	10.35702367	9.076737881								
oriza	oriza_1945_e	1945	e	-97.271332	19.050033	1.765363544	8.958008392	1.578599445	1	1.550192908	3.93792949	3.085785805	19.4038992	2	15	3	1	5	4	5	45	Pico de Orizaba	75	6.03	0.235132858	0	14673.73247	6.03	-4.605170186	9.593814268	4.317488114	0.07323968	10.79112805	9.059229374								
oriza	oriza_1958_a	1958	a	-97.269451	19.049028	3.440106412	18.21147014	1.898090793	1.021794675	2.335297034	4.638964562	3.971966195	9.769902921	5	40	3	2	6	6	5	54	Pico de Orizaba	62	6.46	0.069626585	0	23373.33726	6.46	-4.605170186	10.05935122	4.127134385	0.069268972	13.01850648	9.14757665								
oriza	oriza_1958_b	1958	b	-97.269624	19.049103	1.021903455	8.727459441	2.053638412	1	3.623399411	3.456997751	3.704849753	13.53249506	2	24	4	1	7	4	5	42	Pico de Orizaba	62	5.87	0.070315175	0	19301.43585	5.87	-4.605170186	9.867934768	4.127134385	0.068690063	13.01850648	9.14757665								
oriza	oriza_1958_c	1958	c	-97.269796	19.049135	5.747735458	7.687942644	1	1	2.144687212	1	3.309691676	4.39157502	6	18	0	1	4	1	5	9	Pico de Orizaba	62	6.35	0.053026006	0	23918.07679	6.35	-4.605170186	10.0823898	4.127134385	0.064920888	13.4180114	9.072542449								
oriza	oriza_1958_d	1958	d	-97.269963	19.049158	2.905374963	8.571373059	1.237209031	1	1.019661509	4.171744662	6.496375841	16.68808741	7	20	3	1	2	5	8	45	Pico de Orizaba	62	6.08	0.106076494	0	17601.66773	6.08	-4.605170186	9.775748934	4.127134385	0.081664044	13.4180114	9.072542449								
oriza	oriza_1958_e	1958	e	-97.270104	19.04903	4.029222406	17.59632977	1.469492016	1	3.294932765	3.658742325	5.726452187	11.3775591	5	30	2	1	7	6	9	45	Pico de Orizaba	62	5.7	0.152980089	0	23834.48896	5.7	-4.605170186	10.07888893	4.127134385	0.100459938	12.98051179	8.952581346								
pasqu	pasqu_1860_a	1860	a	10.58395	46.45339	2.656740289	14.16333149	2.247017946	1.944113189	3.449175862	4.115139478	3.706135967	14.09447221	4	23	3	2	6	5	5	88	Pasquale	158	6.83	0.442715943	0.076658323	3366.778656	6.415	-2.44578221	8.121711678	5.062595033	0.397976769	10.93024028	8.152744246								
pasqu	pasqu_1860_b	1860	b	10.58303	46.45291	2.084994085	65.4804611	3.825353915	2.043890356	4.823160567	2.479819383	3.53863397	18.87095589	4	83	5	5	10	4	4	119	Pasquale	158	6.42	0.739082634	0.089715881	3331.938273	6.32	-2.30543033	8.111309477	5.062595033	0.566562195	8.551521979	8.347345924								
pasqu	pasqu_1860_c	1860	c	10.58238	46.45247	4.444167692	67.94255126	3.249491942	1.752616382	5.195841486	1	1	21.8992819	6	83	7	3	14	1	0	79	Pasquale	158	6.46	0.885130763	0.124938133	2457.458581	6.115	-2.00293888	7.806882998	5.062595033	0.523077095	9.01145214	8.409296465								
pasqu	pasqu_1860_d	1860	d	10.58184	46.45156	4.258258497	107.3875429	2.873578555	4.233624219	7.89808204	17.52349707	6.617144288	43.86924265	8	152	5	6	17	24	9	131	Pasquale	158	6	0.957995474	0.158077569	3347.505938	5.76	-1.783329683	8.115970851	5.062595033	0.621240792	9.404232953	8.520258713								
pasqu	pasqu_1860_e	1860	e	10.58134	46.45089	3.606913224	33.10456697	4.151753766	2.059457797	4.965706067	3.564223451	4.295486361	16.39389557	5	39	7	5	11	5	6	111	Pasquale	158	5.99	0.687923193	0.123985557	2939.885041	5.705	-2.010023272	7.986125758	5.062595033	0.581869411	9.103549923	8.776065731								
pasqu	pasqu_1965_a	1965	a	10.58725	46.45374	1	50.3624522	1	1	1.710536753	1	1	15.29122471	1	66	1	1	3	0	0	37	Pasquale	53	5.98	0.257403314	0.042632702	2652.054656	6.51	-2.944417651	7.883089961	3.970291914	0.127196906	9.230029776	7.902637148								
pasqu	pasqu_1965_b	1965	b	10.5861	46.45379	1.750460507	86.28011622	1.583237456	1	3.778693127	1	1	26.79061351	3	113	3	1	6	0	0	81	Pasquale	53	7.23	0.241330579	0.056431578	649.3746648	6.71	-2.711582761	6.476009846	3.970291914	0.259603025	10.15286951	7.92317667								
pasqu	pasqu_1965_c	1965	c	10.58506	46.45318	2.577269973	5.668948379	1	1	4.489193143	3.792963026	3.41025013	31.63329723	3	7	0	0	5	7	6	87	Pasquale	53	6.98	0.264358252	0.049438641	2474.707353	7.015	-2.82281074	7.813877427	3.970291914	0.228448475	8.477052649	8.077531862								
pasqu	pasqu_1965_d	1965	d	10.58377	46.45311	2.954151884	78.31695633	2.570342531	1.764451409	7.12190763	1.832179576	1.959012473	9.447449054	5	103	4	5	14	2	2	95	Pasquale	53	5.9	0.445841104	0.079093431	6029.850907	5.875	-2.41806967	8.704477564	3.970291914	0.537241782	9.3134608	8.170977211								
pasqu	pasqu_1965_e	1965	e	10.58333	46.45182	1.719218471	54.00342864	3.114964274	1.583995011	1.946511397	1.999506193	1	24.55951267	3	72	5	4	7	2	0	87	Pasquale	53	5.63	0.286959946	0.085061452	2555.429082	5.935	-2.353231738	7.845975427	3.970291914	0.414390094	13.02756211	8.42887249								
pasqu	pasqu_1986_a	1986	a	10.58529	46.45171	1.026808514	21.71996768	1	1	1	2.105505923	1.842477485	15.78896273	2	30	0	1	1	3	2	35	Pasquale	32	6.34	0.287547439	0.03209385	567.9831382	6.725	-3.167853626	6.342091732	3.465735903	0.149871425	14.37194201	8.096376944								
pasqu	pasqu_1986_b	1986	b	10.5852	46.45268	1	139.385543	1	1	1.707435679	1	1	7.724997178	1	303	0	1	7	0	0	47	Pasquale	32	6.07	0.514875948	0.069717217	3851.618668	5.955	-2.529269689	8.256248772	3.465735903	0.177622489	13.06628378	8.104956722								
pasqu	pasqu_1986_c	1986	c	10.58566	46.4528	1.592017461	56.82416356	1	1	1.273080733	1	1.803433023	5.371153015	2	93	1	1	3	1	4	27	Pasquale	32	6.57	0.228158265	0.054250316	823.5829631	6.255	-2.744968639	6.713664289	3.465735903	0.341753709	9.136765649	7.959932089								
pasqu	pasqu_1986_d	1986	d	10.58642	46.4528	1.525209688	55.03784239	1	1	4.122099283	1.990287557	1.375554856	11.6962388	3	81	1	0	5	2	2	42	Pasquale	32	6.75	0.235687122	0.047337433	980.5732141	6.155	-2.85880158	6.888137313	3.465735903	0.281913367	16.16559462	7.93281703								
pasqu	pasqu_1986_e	1986	e	10.58725	46.45311	4.663101872	26.60142498	1	1	1.106969315	2.944224208	3.89363806	18.88250629	6	40	0	0	3	3	5	65	Pasquale	32	5.76	0.124213502	0.02915	1244.946201	6.215	-3.240354857	7.126847596	3.465735903	0.219184721	14.36068035	7.840574121								
pasqu	pasqu_2010_a	2010	a	10.58838	46.45257	1.845564864	21.6423901	1	1	1.968317669	1	1	14.05813783	3	30	1	0	2	0	0	42	Pasquale	8	6.61	0.227213129	0.02535	2175.545341	6.45	-3.342456887	7.685034643	2.079441542	0.110624301	15.22024089	7.420115995								
pasqu	pasqu_2010_b	2010	b	10.58752	46.45262	2.751351756	47.40098313	1	1	1.539924681	2.287288654	1	16.45235709	6	72	0	0	3	3	0	57	Pasquale	8	6.53	0.241368353	0.044260388	817.1662318	6.64	-2.913960823	6.70584254	2.079441542	0.13036561	11.82671322	7.699562883								
pasqu	pasqu_2010_c	2010	c	10.58676	46.45249	1.805508458	89.96984768	1	1	1.140327449	1.983647937	1.206873679	15.0543734	2	130	0	0	2	2	2	31	Pasquale	8	6.97	0.253673047	0.048192205	628.204341	6.785	-2.844003867	6.442865497	2.079441542	0.129362922	10.98774	7.836293459								
pasqu	pasqu_2010_d	2010	d	10.58634	46.45206	1	28.72718323	1	1	1	1	1	1.999999907	0	41	0	1	0	0	0	2	Pasquale	8	6.87	0.209697917	0.045635895	580.8570975	6.545	-2.8889267	6.364504767	2.079441542	0.130583224	12.3316497	7.868577671								
pasqu	pasqu_2010_e	2010	e	10.58629	46.45163	1	53.42315822	1	1	1	1	1	6.636731288	1	89	0	0	1	1	1	10	Pasquale	8	7.18	0.302376986	0.0164	1094.519793	7.255	-3.634391269	6.998071001	2.079441542	0.133783587	11.57675569	7.736634159								
plata	plata_1895_a	1895	a	15.47132	78.20054	1.713036374	57.99586631	1.787666406	1	2.765222742	1.99913501	3.704292164	8.674992978	2	112	2	1	6	2	5	15	Platabreen	123	7.97	4.615510464	0.156428173	637.4757473	7.73	-1.793191455	6.457516233	4.812184355	0.072080424	14.78451194	2.932822426								
plata	plata_1895_b	1895	b	15.47478	78.20121	1.020308436	112.0863289	2.77083009	1	4.831807033	1.69303734	6.579707276	19.54350597	2	210	3	0	16	2	7	58	Platabreen	123	7.8	3.579396963	0.171113826	1216.058087	7.51	-1.708629571	7.10336983	4.812184355	0.088437472	8.794311191	2.90783306								
plata	plata_1895_c	1895	c	15.48304	78.20136	1	53.78264612	1	1	1	5.344926537	1.356610012	7.753657941	0	71	0	0	0	6	2	26	Platabreen	123	8.1	5.715367317	0.205653414	701.2628734	7.54	-1.534082724	6.552882814	4.812184355	0.065436201	10.32083224	3.342553417								
plata	plata_1895_d	1895	d	15.4877	78.20094	1	133.9905319	1	1	1.631687331	1	1	17.88530093	0	267	0	1	6	0	0	40	Platabreen	123	8.27	5.009498596	0.178544827	824.6567158	7.88	-1.668419492	6.714967198	4.812184355	0.116522087	10.19328467	3.561523418								
plata	plata_1895_e	1895	e	15.49433	78.19953	1.97372912	74.98803526	1.790318333	1	4.617764062	4.452996887	3.411196642	21.53973344	2	112	2	1	13	7	5	48	Platabreen	123	7.78	4.728658199	0.194060594	1275.781725	7.385	-1.589338301	7.151314388	4.812184355	0.120386133	9.413039956	2.159224823								
plata	plata_1936_a	1936	a	15.4939	78.19821	1	22.26058593	3.006596938	1.522699017	1.665400735	5.791821299	3.774676177	12.09293061	1	32	5	2	5	11	9	32	Platabreen	82	7.63	3.572706938	0.229271784	1374.397474	7.06	-1.4301552	7.225770713	4.406719247	0.151801196	9.913831041	2.045169458								
plata	plata_1936_b	1936	b	15.48802	78.20024	2.026914789	37.711309	1	1	1	7.178655422	2.686209161	9.765432171	3	53	0	0	0	9	5	33	Platabreen	82	8.34	3.248390198	0.135523632	1272.279665	8.145	-1.927416785	7.148565582	4.406719247	0.123062247	9.690598744	3.664359252								
plata	plata_1936_c	1936	c	15.4839	78.20071	1	9.280452374	1	1	5.041358385	6.437354162	4.552150547	12.65312718	1	10	1	1	8	9	5	60	Platabreen	82	8.06	3.020161152	0.162597016	1136.646492	7.885	-1.756795792	7.035837532	4.406719247	0.061996277	10.35033675	3.386407932								
plata	plata_1936_d	1936	d	15.47899	78.20098	1.119931995	52.72387137	1.365751164	1	4.308942222	13.78385064	6.265322395	25.25781279	4	83	3	1	10	18	9	63	Platabreen	82	7.44	4.732935905	0.182947017	1435.07537	7.24	-1.64533965	7.268972649	4.406719247	0.081375754	9.146483036	3.165137966								
plata	plata_1936_e	1936	e	15.47116	78.20054	1.067945497	43.18963341	1	1	3.772306188	11.57205092	4.420325674	12.73949551	2	58	1	1	7	20	7	32	Platabreen	82	7.8	2.630653858	0.139153562	1528.116197	7.715	-1.902778883	7.331791012	4.406719247	0.072080424	14.78451194	2.932822426								
plata	plata_1948_a	1948	a	15.47285	78.20016	4.289887935	58.84763355	2.750146885	1	2.023480864	13.86607363	6.08354663	12.58210587	5	109	4	1	5	16	9	46	Platabreen	70	7.82	3.250968456	0.175094143	1320.713311	7.52	-1.686890705	7.185927256	4.248495242	0.083717874	13.0791884	2.98264881								
plata	plata_1948_b	1948	b	15.47541	78.20056	1.251615395	28.13446855	2.114880331	1.094488925	2.760235429	13.06815118	6.502615849	19.22175112	5	38	3	2	13	22	12	68	Platabreen	70	7.72	3.994880915	0.173916593	841.412308	7.295	-1.693272922	6.735081799	4.248495242	0.113544725	9.324411496	3.039808949								
plata	plata_1948_c	1948	c	15.48018	78.20001	1	118.9823419	1	1	1	3.509219251	1.571755432	13.43037301	0	211	0	0	1	4	2	41	Platabreen	70	8.58	3.111843824	0.174926087	547.3137028	7.985	-1.687799062	6.305022135	4.248495242	0.07652021	9.419284704	3.317799886								
plata	plata_1948_d	1948	d	15.48403	78.19951	1	133.0118936	1.969418263	1	2.965357375	9.123466352	3.265928168	10.87265275	0	218	2	1	6	14	5	28	Platabreen	70	8.32	4.250119209	0.158149272	1090.486955	7.875	-1.782903169	6.994379623	4.248495242	0.065507697	9.841581998	3.516287426								
plata	plata_1948_e	1948	e	15.48864	78.19848	1.161926129	119.9760995	1.517097212	1	3.180079914	7.127640875	8.017620754	20.11383377	3	234	2	1	11	10	10	87	Platabreen	70	7.86	2.881285906	0.138746258	839.9416087	6.58	-1.905513392	6.733332376	4.248495242	0.073166397	12.3366833	1.845339566								
plata	plata_1960_a	1960	a	15.48177	78.19719	1	26.07444033	1	1	1.570481975	1	1	11.02903891	1	35	1	0	2	0	0	27	Platabreen	58	7.83	4.89624691	0.16371984	620.7028304	7.36	-1.75031139	6.430852433	4.060443011	0.126659537	13.0058771	2.877725919								
plata	plata_1960_b	1960	b	15.48523	78.19829	1.985256962	32.04840658	1	1	1	2.863778518	1	5.694585012	2	39	0	0	0	3	0	8	Platabreen	58	7.82	3.201653481	0.141398162	640.0688348	7.665	-1.88784208	6.461575725	4.060443011	0.084888313	12.63903327	3.339253743								
plata	plata_1960_c	1960	c	15.48206	78.19915	1.484483827	94.83103629	1	1	1	1	1	9.699251712	2	169	0	0	0	0	1	15	Platabreen	58	8.38	4.142279148	0.170986749	608.667785	8.23	-1.709331459	6.41127261	4.060443011	0.089407893	12.0055738	3.420085708								
plata	plata_1960_d	1960	d	15.47762	78.19944	1	55.22239058	1	1	1.979871995	1	1	7.742003404	0	71	0	0	2	0	0	12	Platabreen	58	7.93	6.645509243	0.22599984	373.4545713	7.83	-1.443924154	5.922796367	4.060443011	0.063130988	10.51053952	3.252126376								
plata	plata_1960_e	1960	e	15.47511	78.19961	1	80.40973111	1	1	1	1	1	1	0	127	1	0	0	0	0	0	Platabreen	58	7.95	5.960742474	0.216892257	640.4703082	7.465	-1.483280011	6.462202763	4.060443011	0.090760472	10.02009087	3.119177739								
plata	plata_1990_a	1990	a	15.47353	78.19811	1	124.5142111	1	1	1	1	1	4.984023484	1	198	0	0	1	1	0	9	Platabreen	28	8.19	3.64758563	0.142348088	576.0118204	7.47	-1.881587322	6.356128182	3.33220451	0.064959244	9.909208946	2.697937012								
plata	plata_1990_b	1990	b	15.47601	78.19839	1	30.84104538	1	1	1	9.005633717	1	7.833412816	0	41	0	0	0	12	1	20	Platabreen	28	7.45	3.115065098	0.160704032	4501.845784	7.3	-1.767824031	8.412242766	3.33220451	0.062053249	11.24415058	2.864699602								
plata	plata_1990_c	1990	c	15.47824	78.1981	1	134.6776931	1	1	1	1	1	1.236517318	0	265	0	1	1	0	0	3	Platabreen	28	8.18	3.08486557	0.128488429	597.2027232	7.355	-1.976968503	6.392256626	3.33220451	0.070274846	14.95216693	2.916091998								
plata	plata_1990_d	1990	d	15.4782	78.1989	1	28.37331854	1	1	1.844796798	1	1.45587039	3.529090335	0	36	1	0	10	0	3	7	Platabreen	28	7.91	2.700717688	0.103563271	493.5700644	7.775	-2.17539514	6.201664823	3.33220451	0.069318687	11.347843	3.170406659								
plata	plata_1990_e	1990	e	15.4813	78.19734	1	86.16717772	1	1	1	1	1	5.456800553	0	217	0	1	1	1	1	15	Platabreen	28	7.8	3.258736849	0.130672775	1551.8676	6.11	-1.961318829	7.347214388	3.33220451	0.138508846	13.15439251	2.793262521								
rotmo	rotmo_1858_a	1858	a	11.030302	46.839403	1.738156161	83.00034995	4.691640966	2.341800868	3.909193487	6.271753788	7.643275602	8.288996834	7	149	9	5	18	7	13	116	Rotmoosferner	160	5.06	10.308	0.0769	3246.279313	5.06	-2.442997247	8.085264793	5.075173815	0.546273645	12.80527686	8.641126235								
rotmo	rotmo_1858_b	1858	b	11.030295	46.839565	1.823223531	39.81814787	3.866397088	1.92319558	5.328289092	9.232446118	6.671926054	15.4776942	9	59	6	3	17	11	9	67	Rotmoosferner	160	5.84	18.654	0.1312	5833.200384	5.84	-1.957577954	8.67132108	5.075173815	0.594941732	10.09304292	8.695571621								
rotmo	rotmo_1858_c	1858	c	11.030372	46.839704	3.134502319	51.3211906	3.569460928	2.847932121	10.40949035	1	1.77791946	22.19089188	5	66	5	4	20	1	2	74	Rotmoosferner	160	5.57	10.427	0.0746	3085.607217	5.57	-2.469821012	8.034503746	5.075173815	0.592684261	10.09304292	8.695571621								
rotmo	rotmo_1858_d	1858	d	11.030452	46.839851	2.764468607	93.34052632	2.778897332	1.365171415	2.904532647	2.777065222	11.83902517	31.36432738	6	183	4	2	8	3	14	84	Rotmoosferner	160	5.32	0.8606	0.0685	2626.491218	5.32	-2.544656654	7.873404097	5.075173815	0.58386831	9.706997258	8.722381155								
rotmo	rotmo_1858_e	1858	e	11.030632	46.840006	3.266730531	62.70457287	2.185961046	1.562577052	3.031503556	9.958705532	9.56592019	34.6199751	7	105	3	3	10	13	12	85	Rotmoosferner	160	6.12	22.655	0.1723	8868.10614	6.12	-1.702101597	9.09021654	5.075173815	0.569368242	10.14330263	8.71998783								
rotmo	rotmo_1872_a	1872	a	11.032285	46.837904	3.369221528	28.55767317	3.770357894	1.687094658	3.286512264	1	1	8.283152034	6	41	5	4	15	1	0	64	Rotmoosferner	146	6.62	0.3318	0.0371	1598.617093	6.62	-3.055482278	7.376894218	4.983606622	0.483021433	11.65685562	8.427684943								
rotmo	rotmo_1872_b	1872	b	11.032231	46.838078	1.561323402	96.71723549	1.170495698	2.919633846	2.116840162	2.971075599	2.690787766	7.697733816	5	185	3	5	6	3	6	32	Rotmoosferner	146	4.81	0.3318	0.1305	6111.721621	4.81	-1.96254779	8.717963783	4.983606622	0.532271703	11.66353863	8.490191698								
rotmo	rotmo_1872_c	1872	c	11.032129	46.838331	1.63559979	31.98966957	3.291067428	5.095035499	9.681884747	4.730542317	7.457066424	24.39115126	6	41	5	8	16	9	13	72	Rotmoosferner	146	4.89	24.845	0.2319	9069.97654	4.89	-1.419230861	9.112724957	4.983606622	0.587039913	11.65940676	8.558391611								
rotmo	rotmo_1872_d	1872	d	11.032137	46.838502	4.295355135	66.36684179	4.818977766	2.113123335	4.561249362	2.905375012	4.022634664	26.0210651	9	118	7	5	22	3	7	80	Rotmoosferner	146	5.06	16.623	0.1513	6734.749689	5.06	-1.824489294	8.815035922	4.983606622	0.598518286	17.31235456	8.594187776								
rotmo	rotmo_1872_e	1872	e	11.032199	46.838812	5.251134987	43.71507755	1	1.718817623	1.884130663	1.851207726	1	20.93206178	8	56	1	6	8	2	1	94	Rotmoosferner	146	5.64	25.414	0.2004	7329.83926	5.64	-1.558744798	8.899708866	4.983606622	0.615555175	17.64806499	8.635743022								
rotmo	rotmo_1910_a	1910	a	11.035065	46.836016	1.565565938	86.46020739	2.232041629	4.959047194	6.584456813	8.898216039	11.3333796	15.9722987	5	106	5	10	20	12	13	79	Rotmoosferner	108	4.96	11.663	0.107	5026.991352	4.96	-2.145581344	8.522576943	4.682131227	0.5714965	13.09601744	8.201536496								
rotmo	rotmo_1910_b	1910	b	11.035257	46.836273	1.214968599	58.15335289	1	1.006800584	2.179817126	1.817686223	1	35.9646769	3	79	1	2	5	2	1	156	Rotmoosferner	108	6.12	0.5769	0.0455	2832.879492	6.12	-2.891372258	7.949048962	4.682131227	0.52493582	18.02361371	8.319717765								
rotmo	rotmo_1910_c	1910	c	11.035351	46.836394	3.156762171	15.24077866	3.415087316	2.04479405	6.718784384	1.895375523	5.089785456	12.88032217	9	22	6	5	20	2	8	44	Rotmoosferner	108	7.15	14.327	0.0904	1981.67984	7.15	-2.298593072	7.591700168	4.682131227	0.535953428	18.02361371	8.319717765								
rotmo	rotmo_1910_d	1910	d	11.035422	46.836542	4.624895237	2.979591582	2.598516563	4.463367397	10.82865242	1.968369735	1	16.0665068	9	3	3	8	23	2	1	64	Rotmoosferner	108	7.78	0.8556	0.0634	729.2152347	7.78	-2.611831343	6.591968935	4.682131227	0.552869042	17.36472905	8.371881584								
